src,tgt
Fc1ccc(OCCN2CCNCC2)cc1.ClC(Cl)Cl.CC(C)c1ccc2c(c1)C(Cl)Cc1ccc(F)cc1S2,CC(C)c1ccc2c(c1)C(N1CCN(CCOc3ccc(F)cc3)CC1)Cc1ccc(F)cc1S2
CC(=O)OC(C)=O.Nc1cccnc1N.ClCCl,CC(=O)Nc1cccnc1N
COc1ccc2ccccc2c1.c1ccn2cncc2c1,c1ccc2cc(-c3ncc4ccccn34)ccc2c1
CSc1nc(NC2CCCC2)n2nc(-c3ccccc3)cc2n1.CCO,c1ccc(-c2cc3ncnc(NC4CCCC4)n3n2)cc1
Cc1cnc(Nc2ccccc2)n1-c1ccccc1.c1ccccc1.CN=C=O,CNC(=O)N(c1ccccc1)c1ncc(C)n1-c1ccccc1
NCCCN1CCCC1.CCOC(=O)c1cn(C2CCCCC2)c2nc(S(C)(=O)=O)ncc2c1=O,CCOC(=O)c1cn(C2CCCCC2)c2nc(NCCCN3CCCC3)ncc2c1=O
[C-]#[N+]C1CCCCC1.COc1cc(C=O)c(C(=O)O)cc1OC.Cc1ccc(N)nc1.CC(C)O.O=C(O)C(F)(F)F,COc1cc(C(=O)O)c(-c2nc3ccc(C)cn3c2NC2CCCCC2)cc1OC
O=C1CCC(=O)N1Br.CCOC(=O)c1ncc2c(c1O)c1ccccc1n2-c1ccccc1.ClC(Cl)(Cl)Cl,CCOC(=O)c1nc(Br)c2c(c1O)c1ccccc1n2-c1ccccc1
COc1ccc(O)c(C=O)c1.COS(=O)(=O)OC,COc1ccc(OC)c(C=O)c1
O=C(CCc1cccnc1)NCCCCC1CCNCC1.O=C=Nc1cccc2ccccc12.C1CCOC1,O=C(CCc1cccnc1)NCCCCC1CCN(C(=O)Nc2cccc3ccccc23)CC1
O=C(Cl)c1ccc(Cl)cc1Cl.NS(=O)(=O)c1ccc(Cl)cc1,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1Cl
N#Cc1c([N+](=O)[O-])sc2ccccc12.ClCCCl.[H][H],N#Cc1c(N)sc2ccccc12
CCCCCC.CCOC(C)=O.Cc1c2c(c(C(O)c3ccccc3)c(C)c1NC(=O)CC(C)(C)C)OC(C)(C)C2,Cc1c(Cc2ccccc2)c2c(c(C)c1NC(=O)CC(C)(C)C)CC(C)(C)O2
C=O.CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC4CCCC3CN4)c(F)c21.O=CO,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC4CCCC3CN4C)c(F)c21
O=C1NC(=O)C(=Cc2cnn3ccc(-c4ccccc4F)nc23)S1.O=C1CSC(=S)N1,O=C1NC(=S)SC1=Cc1cnn2ccc(-c3ccccc3F)nc12
COc1ccc(N2CCC(N(C)C)C2)c2sc(N)nc12.Cc1ccc(C(=O)Cl)s1,COc1ccc(N2CCC(N(C)C)C2)c2sc(NC(=O)c3ccc(C)s3)nc12
CO.O=[N+]([O-])c1ccccc1-c1cn2cccnc2n1,Nc1ccccc1-c1cn2cccnc2n1
O=C(O)c1cccc(Br)c1.Cc1cccc(-c2sc(C)nc2C(=O)N2CC3CC(C)CC3C2CN)c1,Cc1cccc(-c2sc(C)nc2C(=O)N2CC3CC(C)CC3C2CNC(=O)c2cccc(Br)c2)c1
ClCCl.CC(C)(C)OC(=O)c1c(-c2ccccc2)csc1NC(=O)CCCCC(=O)N1CCC(c2ccccc2)CC1.O=C(O)C(F)(F)F,O=C(CCCCC(=O)N1CCC(c2ccccc2)CC1)Nc1scc(-c2ccccc2)c1C(=O)O
CCOC(C)=O.CO.CN1CCN(c2ccc(Nc3nc4c(C#Cc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,CN1CCN(c2ccc(Nc3nc4c(CCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1
CCN1C(=O)CCCc2ccc(N)cc21.N#CCCc1cccc(Nc2nc(Cl)ncc2Cl)c1,CCN1C(=O)CCCc2ccc(Nc3ncc(Cl)c(Nc4cccc(CCC#N)c4)n3)cc21
FC(F)(F)COc1ccc(OCC(F)(F)F)cc1.O=S(=O)(Cl)Cl.COc1ccccc1C1(N2CC(O)CC2C(=O)N(C)C)C(=O)Nc2ccc(Cl)cc21,COc1ccccc1C1(N2CC(O)CC2C(=O)N(C)C)C(=O)N(S(=O)(=O)c2cc(OCC(F)(F)F)ccc2OCC(F)(F)F)c2ccc(Cl)cc21
CO.Cn1cc(C(=O)NCCCO)c(Nc2ccc(C#CCO)cc2F)cc1=O,Cn1cc(C(=O)NCCCO)c(Nc2ccc(CCCO)cc2F)cc1=O
CCOC(=O)C1=Cc2ccc(C(=O)c3ccc(C)cc3)cc2OC1C(F)(F)F.O=C(O)C(F)(F)F,CCOC(=O)C1=Cc2ccc(Cc3ccc(C)cc3)cc2OC1C(F)(F)F
FC(F)(F)c1cc(N=C=S)ccc1Cl.Nc1cc(F)cc(C(F)(F)F)c1,Fc1cc(NC(=S)Nc2ccc(Cl)c(C(F)(F)F)c2)cc(C(F)(F)F)c1
Cc1ccc(N)nc1.[C-]#[N+]C1CCCCC1.CC(=O)Sc1ccc(C=O)cc1.CC(C)O.O=C(O)C(F)(F)F,CC(=O)Sc1ccc(-c2nc3ccc(C)cn3c2NC2CCCCC2)cc1
COC(=O)Cn1c(C)cc2cc(F)ccc21.O=Cc1ccccc1S(=O)(=O)c1ccc(F)cc1,COC(=O)Cn1c(C)c(Cc2ccccc2S(=O)(=O)c2ccc(F)cc2)c2cc(F)ccc21
c1ccncc1.Cl.COc1cc(C(=O)CCCc2ccccc2)cc([N+](=O)[O-])c1O,O=C(CCCc1ccccc1)c1cc(O)c(O)c([N+](=O)[O-])c1
COc1cc2oc(C(=O)O)c(C(=O)O)c2cc1Br.O=C=O,COc1cc2occ(C(=O)O)c2cc1Br
O=C(O)C(F)(F)F.C#CCN1CCN(Cc2cc3cnccc3n2C(=O)OC(C)(C)C)C(=O)C1.ClCCl,C#CCN1CCN(Cc2cc3cnccc3[nH]2)C(=O)C1
CC12CC3OC3CC1CCC1C2CCC2(C)C(O)C(N3CCC4(CC3)OCCO4)CC12.C1CC2(CCN1)OCCO2,CC12CC(N3CCC4(CC3)OCCO4)C(O)CC1CCC1C2CCC2(C)C(O)C(N3CCC4(CC3)OCCO4)CC12
CCc1cc(-c2noc(-c3cc(C)c(CC(C)C)cn3)n2)cc(C)c1CCC(=O)O.CC(C)(C)OC(=O)NCCN,CCc1cc(-c2noc(-c3cc(C)c(CC(C)C)cn3)n2)cc(C)c1CCC(=O)NCCNC(=O)OC(C)(C)C
O=C(O)c1nc(-c2ccccc2Cl)oc1C(F)(F)F.COCCN(C)c1ccc(N)cn1,COCCN(C)c1ccc(NC(=O)c2nc(-c3ccccc3Cl)oc2C(F)(F)F)cn1
CC(=O)[O-].[NH4+].CC1(C)CCC(=O)CC1=O,CC1(C)CCC(N)=CC1=O
CCC(N)c1nnc(C2CCCC2)[nH]c1=O.CC1CCCCC1C(=O)Cl,CCC(NC(=O)C1CCCCC1C)c1nnc(C2CCCC2)[nH]c1=O
CO.C1CCOC1.CSC1CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(OC(C)=O)CC12C,CSC1CCC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
CCC(N)C(=O)OCC(C)C.O=C(O)Cc1ccccc1F,CCC(NC(=O)Cc1ccccc1F)C(=O)OCC(C)C
Cc1cccc(Oc2ccccc2)c1.CC#N.O=C1CCC(=O)N1Br,Cc1cc(Oc2ccccc2)ccc1Br
CC(C)(C)OC(=O)N1CCC(NC(=O)OCc2ccccc2)C1.CCO,CC(C)(C)OC(=O)N1CCC(N)C1
O=CC(Cl)(Cl)Cl.O=S(=O)(O)O.OCC(O)CO,OCC1COC(C(Cl)(Cl)Cl)O1
COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)OC(C)(C)C)c(C)c1C.CC[SiH](CC)CC.O=C(O)C(F)(F)F,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)O)c(C)c1C
CCO.CC(C)(C)OC(=O)N1CCCC(CN=[N+]=[N-])C1,CC(C)(C)OC(=O)N1CCCC(CN)C1
[OH-].[K+].COc1cc2c(-c3cc4c(CNC5CC5)ccnc4n3S(=O)(=O)c3ccc(C)cc3)cn(C)c2cc1OC,COc1cc2c(-c3cc4c(CNC5CC5)ccnc4[nH]3)cn(C)c2cc1OC
CCCCCCCCCCCCCC(=O)OCC1(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)CCC(=O)O1.C1CCOC1,CCCCCCCCCCCCCC(=O)OCC1(CO)CCC(=O)O1
COc1ccc2cc(-c3cc4ccc5cccc6ccc(c3)c4c56)ccc2c1.Cn1cnc2ccccc21,Cn1c(-c2ccc3cc(-c4cc5ccc6cccc7ccc(c4)c5c67)ccc3c2)nc2ccccc21
Clc1ccccc1.CNC(=O)NS(=O)(=O)c1ccccc1OC(Cl)=CCl,O=C=NS(=O)(=O)c1ccccc1OC(Cl)=CCl
CN(CCCOc1cc(F)c(-c2c(O)nc3ncnn3c2C2CCCCCC2)c(F)c1)C(=O)OC(C)(C)C.O=P(Cl)(Cl)Cl.CCN(CC)c1ccccc1,CN(CCCOc1cc(F)c(-c2c(Cl)nc3ncnn3c2C2CCCCCC2)c(F)c1)C(=O)OC(C)(C)C
CC(COc1ccccc1)NC(=O)OC(C)(C)C.O=C(O)C(F)(F)F.ClCCl,CC(N)COc1ccccc1
CS(C)=O.COC(=O)c1c(C)cccc1COCCCCNc1ccc2ccccc2n1,Cc1cccc(COCCCCNc2ccc3ccccc3n2)c1C(=O)O
OCCOCCO.NN.O=C1c2ncccc2-c2cccnc21,c1cnc2c(c1)-c1cccnc1C2
COc1ccc2ccc(O)cc2c1.[Li]c1ccccc1,Oc1ccc2ccc(-c3ccccc3)cc2c1
CN.CSc1ncc2cc(-c3cc(NC(=O)Nc4cc(C(C)(C)C)no4)c(F)cc3C)c(=O)n(C(C)C)c2n1,CNc1ncc2cc(-c3cc(NC(=O)Nc4cc(C(C)(C)C)no4)c(F)cc3C)c(=O)n(C(C)C)c2n1
BrB(Br)Br.COc1cc2c3c4c(c(-c5ccccc5Cl)cc3n(C)c2cc1OCCCN(C)C)C(=O)NC4=O,CN(C)CCCOc1cc2c(cc1O)c1c3c(c(-c4ccccc4Cl)cc1n2C)C(=O)NC3=O
COCCCCN1C(=O)C(C)(C)Oc2cc(C(F)(F)F)c(C(=O)O)cc21.CC(C)(C)OC(=O)N1CCC(c2ccccc2)C(N)C1,COCCCCN1C(=O)C(C)(C)Oc2cc(C(F)(F)F)c(C(=O)NC3CN(C(=O)OC(C)(C)C)CCC3c3ccccc3)cc21
Sc1ccc(Cl)c(Cl)c1.O=C1Nc2ccc(OCCCCCl)cc2C(C2CCCCC2)(C2CCCCC2)O1,O=C1Nc2ccc(OCCCCSc3ccc(Cl)c(Cl)c3)cc2C(C2CCCCC2)(C2CCCCC2)O1
CC(=O)O.Br.COc1ccc(C(=O)c2ccccc2)cc1C,Cc1cc(C(=O)c2ccccc2)ccc1O
O=C(Cl)c1ccc(F)c(Cl)c1.O=Cc1ccc(F)cc1,O=C(Cl)c1ccc(F)cc1
O=C(Cl)N(c1ccccc1)c1ccccc1.c1ccncc1.CC(C)(C)[Si](Oc1cccc2c1CCCC(CO)C2)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](Oc1cccc2c1CCCC(COC(=O)N(c1ccccc1)c1ccccc1)C2)(c1ccccc1)c1ccccc1
CC(C)(C)OC(=O)N1CCC2(CC1)OCC(F)(F)c1cc(F)sc12.Cl,Fc1cc2c(s1)C1(CCNCC1)OCC2(F)F
[H][H].CO.O=[N+]([O-])c1cnc2nc(OCCN3CCOCC3)nc(N3CCOCC3)c2c1,Nc1cnc2nc(OCCN3CCOCC3)nc(N3CCOCC3)c2c1
Cc1cc(C)c(C(O)CCCCCO)c(O)c1C.CC(=O)O.[H][H],Cc1cc(C)c(CCCCCCO)c(O)c1C
[H][H].CO.O=[N+]([O-])c1ccc(Oc2ccc(F)cc2F)cc1,Nc1ccc(Oc2ccc(F)cc2F)cc1
CCOc1ccc(CN)cc1Cl.C1COCCO1.O=C(N1CCc2ccc(Cl)c(OS(=O)(=O)C(F)(F)F)c2CC1)C(F)(F)F,CCOc1ccc(CNc2c(Cl)ccc3c2CCN(C(=O)C(F)(F)F)CC3)cc1Cl
COc1ccc(Sc2ccc(C)cc2N)cc1.CCc1ccc2c(Cl)ccnc2n1,CCc1ccc2c(Nc3cc(C)ccc3Sc3ccc(OC)cc3)ccnc2n1
CC(C)C(=O)Nc1cccc(C2CCN(CCC(O)c3ccc(Cl)cc3)CC2)c1.Oc1ccc(C(F)(F)F)cc1,CC(C)C(=O)Nc1cccc(C2CCN(CCC(Oc3ccc(C(F)(F)F)cc3)c3ccc(Cl)cc3)CC2)c1
COC(OC)N(C)C.CCOC(=O)CC(=O)c1cc2cc(F)c(F)cc2nc1Cl.CCOC(C)=O,CCOC(=O)C(=CN(C)C)C(=O)c1cc2cc(F)c(F)cc2nc1Cl
C=CCOC(=O)NC1CC(=O)OC1OCc1ccccc1.CC(C)(C)OC(=O)N1CCCCC1C(=O)O,CC(C)(C)OC(=O)N1CCCCC1C(=O)NC1CC(=O)OC1OCc1ccccc1
Nc1cc[nH]n1.C1CCOC1.CCOC(=O)N1C(=O)c2ccccc2C1=O,O=C1c2ccccc2C(=O)N1c1cc[nH]n1
CN(C)c1ccc(C=O)cc1.Cc1ccc(N)c(C)c1,Cc1ccc(NCc2ccc(N(C)C)cc2)c(C)c1
COC(=O)C(OC)OC.NCc1cccc(F)c1,COC(OC)C(=O)NCc1cccc(F)c1
O=C(Cl)c1cnccn1.CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(O)CN2C1=O,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)c3cnccn3)CN2C1=O
C1CCNC1.CC(=O)N1CCC(CCC(=O)c2ccc(F)cc2)CC1,CC(=O)N1CCC(CCC(=O)c2ccc(N3CCCC3)cc2)CC1
N#Cc1ccc(CBr)cc1.O=[N+]([O-])c1cc(O)ccc1Cl,N#Cc1ccc(COc2ccc(Cl)c([N+](=O)[O-])c2)cc1
NCc1cccnc1.Cc1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)O.Cc1cc(-n2cnn(Cc3ccc(S(C)(=O)=O)cc3)c2=O)sc1C(=O)O,Cc1cc(-n2cnn(Cc3ccc(S(C)(=O)=O)cc3)c2=O)sc1C(=O)NCc1cccnc1
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCCC3COc3ccccc3)ccc21.BrCc1ccccc1,O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCCC3COc3ccccc3)cc21
CCC1(c2ccsc2)OCC(=O)Nc2ccc(Br)cc21.OB(O)c1ccc(F)c(Cl)c1,CCC1(c2ccsc2)OCC(=O)Nc2ccc(-c3ccc(F)c(Cl)c3)cc21
O=c1oc2ccccc2n1CCCCl.CC1CCNCC1,CC1CCN(CCCn2c(=O)oc3ccccc32)CC1
Cl.CCC(=O)O.N#CCNC(=O)C1CC(S(=O)(=O)c2ccccc2Cl)CN1,CCC(=O)N1CC(S(=O)(=O)c2ccccc2Cl)CC1C(=O)NCC#N
Cc1ccc([Mg]Br)cc1.COc1ccc2ccccc2c1-c1ccccc1,Cc1ccc(-c2ccc3ccccc3c2-c2ccccc2)cc1
C1COCCO1.NS(N)(=O)=O.CC1CNCC(C)N1,CC1CN(S(N)(=O)=O)CC(C)N1
O.C1COCCO1.CCCC(C(=O)OC)n1c(=O)c2ccccc2n(Cc2cn(C)c3cccc(C)c23)c1=O,CCCC(C(=O)O)n1c(=O)c2ccccc2n(Cc2cn(C)c3cccc(C)c23)c1=O
O=S(=O)(Cl)Cl.CC(Cl)Cl.O=c1cc(CCl)nc2scnn12,O=c1c(Cl)c(CCl)nc2scnn12
O=C(O)C(O)(c1ccccc1)C1CCC(F)(F)C1.OCC1CCNC(=S)N1,O=C(OCC1CCNC(=S)N1)C(O)(c1ccccc1)C1CCC(F)(F)C1
ClCCl.C=CCCN(C(=O)C=C)c1ccc(OCC(F)(F)F)cc1,O=C1C=CCCN1c1ccc(OCC(F)(F)F)cc1
COc1cc(Cl)ccc1C(=O)O.COc1ccc(C(=O)O)c(OC)c1.CCOC(=O)N1CCn2c(nc(-c3ccncc3)cc2=O)C(N)C1,CCOC(=O)N1CCn2c(nc(-c3ccncc3)cc2=O)C(NC(=O)c2ccc(OC)cc2OC)C1
COCC=Cc1ccnc(Nc2cc(C)cc(-c3cnc(C4(O)CCC(C(=O)OC(C)(C)C)CC4)s3)c2)n1.CCO,COCCCc1ccnc(Nc2cc(C)cc(-c3cnc(C4(O)CCC(C(=O)OC(C)(C)C)CC4)s3)c2)n1
CCOC(=O)C(=O)OCC.CCCC1CC(=O)c2c(N)ccc(C)c21,CCCC1CC(=O)c2c(NC(=O)C(=O)OCC)ccc(C)c21
Nc1cnccc1NCc1ccc(F)cc1.C1CCOC1.CCOC(=O)N1CCC(N=C=S)CC1,CCOC(=O)N1CCC(NC(=S)Nc2cnccc2NCc2ccc(F)cc2)CC1
CCOC(=O)Nc1cc2ccccc2cc1Cl.CCO,Nc1cc2ccccc2cc1Cl
CC(C)(C)OC(=O)N1CCCC(C(OCC#N)c2cc(F)cc(Cl)c2)C1.N#N.C1CCOC1,CC(C)(C)OC(=O)N1CCCC(C(OCCN)c2cc(F)cc(Cl)c2)C1
ClCCl.Cl.CCNC(=O)Oc1cc(CCCOC)cc(CN(C(=O)C(CNC(=O)OC(C)(C)C)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,CCNC(=O)Oc1cc(CCCOC)cc(CN(C(=O)C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1
OC1CCNC1.O=C(O)Cc1ccccc1O.CN(C)C=O,O=C(Cc1ccccc1O)N1CCC(O)C1
O=C(O)C(F)(F)F.O=C(c1ccccc1)c1ccc(F)c(F)c1,O=C(O)c1ccc(F)c(F)c1
COc1ccccn1.Cc1cc(C)c([Mg]Br)c(C)c1,Cc1cc(C)c(-c2ccccn2)c(C)c1
NCC(O)COc1ccc(O)cc1.CCCCCCCCS(=O)(=O)Nc1ccc(N2CCC(=O)CC2)cc1,CCCCCCCCS(=O)(=O)Nc1ccc(N2CCC(NCC(O)COc3ccc(O)cc3)CC2)cc1
COc1ccc(CCl)cc1.CC(=O)CC(C)=O,COc1ccc(CC(C(C)=O)C(C)=O)cc1
CC(=O)O.Br.COc1c2c(c(Br)[nH]c1=O)CCN(Cc1ccc(F)c(Cl)c1)C2=O,O=C1c2c(c(Br)[nH]c(=O)c2O)CCN1Cc1ccc(F)c(Cl)c1
Cl.CO.O=C(O)C1CCOc2ccc(F)cc21,COC(=O)C1CCOc2ccc(F)cc21
CO.O=C(O)c1cc(N2CCCC2=O)cc([N+](=O)[O-])c1,Nc1cc(C(=O)O)cc(N2CCCC2=O)c1
Cc1ccccc1.O=C(O)C(Br)Cc1ccccc1.CCN(CC)CC,O=C(O)C=Cc1ccccc1
COC(=O)Cc1ccc(F)cc1Cl.C=CCBr.C1CCOC1,C=CCC(C(=O)OC)c1ccc(F)cc1Cl
N=C(Cc1ccccc1-n1cnc2cnc3ccc(-c4ccccc4)cc3c21)NO.Cl,N=C(N)Cc1ccccc1-n1cnc2cnc3ccc(-c4ccccc4)cc3c21
[Na+].O=P(Cl)(Cl)Cl.CC1(C)OCC(CC2(S(=O)(=O)[O-])CC2)O1,CC1(C)OCC(CC2(S(=O)(=O)Cl)CC2)O1
C1CCNCC1.ClCCl.O=C(O)c1cccc(S(=O)(=O)Cl)c1,O=C(O)c1cccc(S(=O)(=O)N2CCCCC2)c1
c1ccncc1.Clc1ncnc2[nH]ccc12.Nc1ccccc1,c1ccc(Nc2ncnc3[nH]ccc23)cc1
C1CNCCN1.CC(F)(F)c1ccccc1Br,CC(F)(F)c1ccccc1N1CCNCC1
O=CO.CCc1cc(C(=O)c2ccccc2Cl)c(-n2c(C)nnc2CNC(=O)Nc2cccc(C(=O)OC(C)(C)C)c2)s1,CCc1cc(C(=O)c2ccccc2Cl)c(-n2c(C)nnc2CNC(=O)Nc2cccc(C(=O)O)c2)s1
CC(=O)O.Cl.CCOC(=O)CC(C)c1ccc(-c2ccc(F)cc2F)cc1,CC(CC(=O)O)c1ccc(-c2ccc(F)cc2F)cc1
BrCCCOc1ccc2c(c1)OCO2.CC(C)(C)OC(=O)N1CCC(c2ccc(O)cc2)C(O)C1,CC(C)(C)OC(=O)N1CCC(c2ccc(OCCCOc3ccc4c(c3)OCO4)cc2)C(O)C1
Cc1nc(N2CCOCC2)sc1C.CC#N.O=C1CCC(=O)N1Cl,Cc1sc(N2CCOCC2)nc1CCl
O=C(O)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1.NCC1CN(Cc2ccc(Cl)c(Cl)c2)CCO1,O=C(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)NCC1CN(Cc2ccc(Cl)c(Cl)c2)CCO1
Cl.N#Cc1cccnc1Cl.CN(C(=O)c1ccc(Cl)cc1)C1CCNCC1c1ccc(Cl)c(Cl)c1,CN(C(=O)c1ccc(Cl)cc1)C1CCN(c2ncccc2C#N)CC1c1ccc(Cl)c(Cl)c1
Cc1ccc2ccc3ccc(I)cc3c(=O)c2c1.O=c1c2cc(F)ccc2ccc2ccc(I)cc12,O=c1c2ccccc2ccc2ccc(I)cc12
ClCCl.BrB(Br)Br.COc1ccc2c(-c3ccnc(NC4CC(C)(C)NC(C)(C)C4)n3)c[nH]c2c1,CC1(C)CC(Nc2nccc(-c3c[nH]c4cc(O)ccc34)n2)CC(C)(C)N1
Cc1cc(Br)c(C(=O)O)cc1N.O=S(Cl)Cl.CO,COC(=O)c1cc(N)c(C)cc1Br
OC1(c2ccc(Br)cc2)CCNCC1.O=C(O)C(F)(F)F,Brc1ccc(C2=CCNCC2)cc1
COc1cc(C(=O)N(C)CC(CCS(C)(=O)=O)c2cccc(C(F)(F)F)c2)cc(OC)c1OC.I.O=C(c1nc2ccccc2n1Cc1ccccn1)C1CCNCC1,COc1cc(C(=O)N(C)CC(CCN2CCC(C(=O)c3nc4ccccc4n3Cc3ccccn3)CC2)c2cccc(C(F)(F)F)c2)cc(OC)c1OC
COc1ccc(C2CC(=O)N(c3cccc(C(=O)O)c3)C2)cc1OC1CCCC1.CCN,CCNC(=O)c1cccc(N2CC(c3ccc(OC)c(OC4CCCC4)c3)CC2=O)c1
COC(=O)c1ccoc1C1=CCN(C(=O)OC(C)(C)C)CC1.CO,COC(=O)c1ccoc1C1CCN(C(=O)OC(C)(C)C)CC1
Cn1cnc2ccccc21.CN(C)C(=O)Oc1cccc(C(C)(C)C)c1,Cn1c(-c2cccc(C(C)(C)C)c2)nc2ccccc21
COC(=O)c1cc([N+](=O)[O-])c(C(F)(F)F)cc1N.Cc1ccccc1.O=C(Cl)Cl,COC(=O)c1cc([N+](=O)[O-])c(C(F)(F)F)cc1N=C=O
