src,tgt
CC(C)(C)[O-].[K+].CCOC(=O)c1ccn([C@@H]2c3cc(C#N)ccc3OC(C)(C)[C@H]2COS(C)(=O)=O)c(=O)c1.C1CCOC1,CCOC(=O)c1ccn(C2=CC(C)(C)Oc3ccc(C#N)cc32)c(=O)c1
CC(=O)C(=Cc1cccc([N+](=O)[O-])c1)C(=O)N1CCN(c2ccccc2)CC1.CC(N)=C[N+](=O)[O-].CC(C)O,CC1=C(C(=O)N2CCN(c3ccccc3)CC2)C(c2cccc([N+](=O)[O-])c2)C([N+](=O)[O-])=C(C)N1
CC(C)(C)CN1CCC(n2cnc(N)c2)C1.CCCC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)O,CCCC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1cn(C2CCN(CC(C)(C)C)C2)cn1
CCN.CSC(=NCCSCc1cnccn1)NC#N,N=C(N)NCCSCc1cnccn1
Cl.O=N[O-].[Na+].Nc1cc(C[C@H](N)C(=O)O)ccc1O.[N-]=[N+]=[N-].O,[N-]=[N+]=Nc1cc(C[C@H](N)C(=O)O)ccc1O
Cl.[Na+].[OH-].CCO.ClCCl.O=C(O)C1=CCCN(CCOC=C(c2cccc(F)c2)c2cccc(F)c2)C1,Cc1ccccc1C(=COCCN1CCC=C(C(=O)O)C1)c1cccc(Cl)c1
[Pd].O=[N+]([O-])C1=CC2C(c3cn(C(c4ccccc4)(c4ccccc4)c4ccccc4)cn3)=CCCC2C=C1.C1CCOC1.CO,NC1=CC2C(C=C1)CCCC2c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1
[Zn].OC(c1cccs1)C(Cl)(Cl)Cl.O.CC(=O)O,ClC(Cl)=Cc1cccs1
[Li+].[OH-].CCOC(=O)c1cc2ccc(OC)cc2o1.O.CO.C1CCOC1,COc1ccc2cc(C(=O)O)oc2c1
CC(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+].Cc1cccc2c(C#N)cc(C=O)n12.CNC.ClCCl,Cc1cccc2c(C#N)cc(CN(C)C)n12
O=C(Nc1ccc(Br)nc1)C1(c2ccc3c(c2)OCO3)CC1.[Cl-].Clc1ccccc1C[Zn+].COc1ccccc1Cc1ccc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)cn1,O=C(Nc1ccc(Cc2ccccc2Cl)nc1)C1(c2ccc3c(c2)OCO3)CC1
CCc1cccc(CC)c1NC(=O)c1nn(Cc2ccc(OC)cc2)c2c1CCCc1cnc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc1-2.ClCCl.CO.O=C(O)C(F)(F)F,CCc1cccc(CC)c1NC(=O)c1n[nH]c2c1CCCc1cnc(Nc3ccc(N4CCN(C)CC4)cc3OC)nc1-2
O=C([O-])[O-].[Cs+].C/C=C\B(O)O.Cc1cc(Br)ccc1OC(=O)N1CCC(Oc2ccn(-c3ccc(S(C)(=O)=O)cc3)c(=O)c2)CC1.CN(C)C=O.O,C/C=C\c1ccc(OC(=O)N2CCC(Oc3ccn(-c4ccc(S(C)(=O)=O)cc4)c(=O)c3)CC2)c(C)c1
[BH4-].[Li+].CCOC(=O)c1nn(C2(CC#N)CN(c3cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc3F)C2)cc1-c1c[nH]nc1C.C1CCOC1,Cc1n[nH]cc1-c1cn(C2(CC#N)CN(c3cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc3F)C2)nc1CO
[Al+3].[H-].[Li+].Cc1cnc2[nH]ncc2c1-c1cccc(C(C)(C)C#N)c1.C1CCOC1.CC#N,Cc1cnc2[nH]ncc2c1-c1cccc(C(C)(C)CN)c1
O=C([O-])O.[Na+].Nc1n[nH]c2ccccc12.FC(F)(F)c1ccccc1-c1nc(Cl)cc(C2CC2)n1.O.CN1CCCC1=O,FC(F)(F)c1ccccc1-c1nc(Nc2n[nH]c3ccccc23)cc(C2CC2)n1
[Na+].[OH-].CCOC(=O)CCN(C)C(=O)c1ccc(NC(c2oc3ccc(F)cc3c2C)C2CCCCC2)cn1.C1CCOC1.CCO,Cc1c(C(Nc2ccc(C(=O)N(C)CCC(=O)O)nc2)C2CCCCC2)oc2ccc(F)cc12
[Na+].CCOC(=O)C(Br)c1ccc(C2CCCCC2)c(Cl)c1.[I-].CC(C)=O,CCOC(=O)C(I)c1ccc(C2CCCCC2)c(Cl)c1
c1ccc(P(c2ccccc2)c2ccccc2)cc1.CN(C)CCO.O=C1Nc2ccc(O)cc2CN1C1CCN(Cc2ccccc2)CC1.C1CCOC1,CN(C)CCOc1ccc2c(c1)CN(C1CCN(Cc3ccccc3)CC1)C(=O)N2
CC(C)(C)OC(=O)N1CCN(C(=O)COc2ccc(-n3cnnn3)cc2)CC1.O=S(=O)(Cl)c1ccc2ccccc2c1.ClCCl.O,O=C(COc1ccc(-n2cnnn2)cc1)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1
O=C(OO)c1cccc(Cl)c1.COC(=O)CCc1ccc(OCc2ccc(CN(CCCSC)c3nc(-c4ccccc4)cs3)cc2)cc1.C1CCOC1,COC(=O)CCc1ccc(OCc2ccc(CN(CCCS(C)=O)c3nc(-c4ccccc4)cs3)cc2)cc1
O=C([O-])[O-].[Cs+].O=Cc1cccc(O)c1.Cc1ccc(C#N)c([N+](=O)[O-])c1.O.CN(C)C=O,Cc1ccc(C#N)c(Oc2cccc(C=O)c2)c1
C#CC(C)C.CCOC(=O)Cl.C1CCOC1,CCOC(=O)C#CC(C)C
O=c1[nH]c2ncccc2n1C1CCNCC1.O=C(c1ccccc1)c1cc(Cl)ncn1.CN(C)C=O.CCN(C(C)C)C(C)C,O=C(c1ccccc1)c1cc(N2CCC(n3c(=O)[nH]c4ncccc43)CC2)ncn1
CC(=O)Cl.CCOC(=N)c1ccccc1Cl.CCN(CC)CC.ClCCl,CCOC(=NC(C)=O)c1ccccc1Cl
CC1(C)O[C@H]2CO[C@@]3(COC(C)(C)O3)C(=O)[C@H]2O1.O=C1CN[C@H](C(=O)O)C1,O=C(O)[C@@H]1C[C@H](O)CN1
CC(C)(C)OC(=O)N[C@H](CCc1ccccc1)C(=O)Nc1cnc2ccccc2c1.O=C(O)C(F)(F)F.ClCCl,N[C@H](CCc1ccccc1)C(=O)Nc1cnc2ccccc2c1
CCc1c(N[C@@H](C(=O)NNC(=O)c2ccccc2)[C@H](C)O)ccc(C#N)c1Cl.NNC(=O)c1ccc(Cl)cc1.C[C@H](O)[C@@H](Nc1ccc(C#N)c(Cl)c1Cl)C(=O)O,C[C@H](O)[C@@H](Nc1ccc(C#N)c(Cl)c1Cl)C(=O)NNC(=O)c1ccc(Cl)cc1
CCOC(=O)Cl.CCCOC1CC(C=C(C)C2OC(=O)C3CCCCN3C(=O)C(=O)C3(O)OC(C(OC)CC(C)CC(C)=CC(CC)C(=O)CCC2C)C(OC)CC3C)CCC1N.ClCCl.CCN(CC)CC,CCCOC1CC(C=C(C)C2OC(=O)C3CCCCN3C(=O)C(=O)C3(O)OC(C(OC)CC(C)CC(C)=CC(CC)C(=O)CCC2C)C(OC)CC3C)CCC1NC(=O)OCC
[Cl-].CCCCC[C@H]1CC[C@H](C=O)CC1.COC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.C1CCOC1,CCCCC[C@H]1CC[C@H](CC=O)CC1
Cl.COC(=O)[C@H](C)Oc1cc(Cn2c(C)c(C)c3cc(C(=O)O)ccc32)ccc1Cl.CC(C)Oc1cccc([C@H](C)N)c1,COC(=O)[C@H](C)Oc1cc(Cn2c(C)c(C)c3cc(C(=O)N[C@@H](C)c4cccc(OC(C)C)c4)ccc32)ccc1Cl
Cl.CC(C)(C)OC(=O)N[C@H]1CCCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])C1,N[C@H]1CCCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])C1
CS(=O)(=O)c1ccccc1I.CCOC(=O)C(F)(F)Br.CS(C)=O.CCOC(C)=O,CCOC(=O)C(F)(F)c1ccccc1S(C)(=O)=O
c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.O=C([O-])[O-].[Na+].COc1c(Cl)cnn(Cc2ccccc2)c1=O.Cc1ccc(B(O)O)cc1.Cc1ccccc1,COc1c(-c2ccc(C)cc2)cnn(Cc2ccccc2)c1=O
[Pd].COCCCC[C@@](O)(c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CN=[N+]=[N-])Cc2ccccc2)C1.CO.O,COCCCC[C@@](O)(c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CN)Cc2ccccc2)C1
Cl.[Na+].[OH-].O=N[O-].Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1.O=C(O)Cc1ccccc1O.O,O=C(O)Cc1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
c1ccc(P(c2ccccc2)c2ccccc2)cc1.BrC(Br)(Br)Br.O=C(OCc1ccc(CO)cc1COC(=O)c1ccccc1)c1ccccc1.O.ClCCl,O=C(OCc1ccc(CBr)cc1COC(=O)c1ccccc1)c1ccccc1
N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O.O=S1(=O)c2ccccc2Nc2c1cc(O)c1ccccc21.C1CCOC1.CCCN,CCCNC1=C2C(=Nc3ccccc3S2(=O)=O)c2ccccc2C1=O
CCN=C=NCCCN(C)C.CN(C)c1ccncc1.On1nnc2ccccc21.NCCCn1cnc(Cl)c1Cl.COC(=O)c1ccc(OC)c2[nH]c(-c3ccc(N)cc3CCN3CCOCC3)nc12.C1CCOC1.O,COc1ccc(C(=O)NCCCn2cnc(Cl)c2Cl)c2nc(-c3ccc(N)cc3CCN3CCOCC3)[nH]c12
CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CC3CNC3)n(C)c2n1.NC(=O)CBr,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CC3CN(CC(N)=O)C3)n(C)c2n1
[Na+].[OH-].CCCc1c(OCCCS(=O)(=O)c2ccc(C(=O)CCCCC(=O)OC)cc2)ccc(C(C)=O)c1O.C1CCOC1.O,CCCc1c(OCCCS(=O)(=O)c2ccc(C(=O)CCCCC(=O)O)cc2)ccc(C(C)=O)c1O
[Na+].[OH-].O=Cc1ccc(O)cc1.FC(F)Cl.C1COCCO1.O,O=Cc1ccc(OC(F)F)cc1
O=C(Cl)c1ccc(F)cc1.CCN1CC=C(c2c[nH]c3ccc(N)nc23)CC1,CCN1CC=C(c2c[nH]c3ccc(NC(=O)c4ccc(F)cc4)nc23)CC1
[Na+].[OH-].Cc1cccc(C(F)(F)F)c1S(=O)(=O)OC(C)C.C1CCOC1.O,Cc1cccc(C(F)(F)F)c1S(=O)(=O)[O-]
CCCCCCCCCCCCn1nnc(NC(=O)CS(=O)(=O)Nc2c(C(C)C)cccc2C(C)C)n1.CCCCCCCCO,CCCCCCCCOC(=O)CS(=O)(=O)Nc1c(C(C)C)cccc1C(C)C
Cc1ccc(S(=O)(=O)O)cc1.Nc1ccc(F)cc1.COC(=O)C(=CN)C(=O)c1cc(F)c(F)cc1Cl.O,COC(=O)C(=CNc1ccc(F)cc1)C(=O)c1cc(F)c(F)cc1Cl
Cl.[Cl-].[Zn+2].CC1(C)CC(=O)CC(=O)S1.CCCC(=O)Cl.c1ccncc1,CCCC(=O)C1C(=O)CC(C)(C)SC1=O
CN(C)c1ccncc1.OCC1c2ccccc2-c2ccccc21.O=C1CCCC(=O)O1.ClCCl,O=C(O)CCCC(=O)OCC1c2ccccc2-c2ccccc21
[Mn].CCOC(=O)C(C)Cl.CCS(=O)(=O)NCc1ccc(Br)cc1F.CN(C)C=O.O=C(O)C(F)(F)F,CCOC(=O)C(C)c1ccc(CNS(=O)(=O)CC)c(F)c1
OCCCCCc1ccc(C(F)(F)F)cc1.CC(C)(C)OC(=O)N1C(C)(C)OC[C@]1(C)C(=O)NCC(=O)c1ccc(O)c(C(F)(F)F)c1.O.CC#N,CC(C)(C)OC(=O)N1C(C)(C)OC[C@]1(C)C(=O)NCC(=O)c1ccc(OCCCCCc2ccc(C(F)(F)F)cc2)c(C(F)(F)F)c1
CCN=C=NCCCN(C)C.On1nnc2ccccc21.NC1CC1.O=C(O)Cc1ccc(F)cc1.CN(C)C=O.O,O=C(Cc1ccc(F)cc1)NC1CC1
Cc1noc(-c2ccc(Br)cc2)c1CC(=O)NC(C)c1ccccc1.CCOC(=O)C1(c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1,CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4CC(=O)NC(C)c4ccccc4)cc3)cc2)CC1
CCN=C=NCCCN(C)C.Cl.O=c1c2ccccc2nnn1O.CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2ncc(SCC(=O)O)s2)cc1.CCNCC.CCN(C(C)C)C(C)C.CN(C)C=O,CCN(CC)C(=O)CSc1cnc(NC(=O)C(CC2CCCC2)c2ccc(S(C)(=O)=O)cc2)s1
CNC.CCc1cc(Br)ccc1CBr.CO,CCc1cc(Br)ccc1CN(C)C
COC(OC)N(C)C.Nc1nc(O)ncc1F.CN(C)C=O.CCOCC,CN(C)/C=N/c1nc(=O)[nH]cc1F
O=C([O-])[O-].[K+].Cc1ccc(NC(=O)c2c(Br)sc3c2CCCC3)c(S)c1.CS(C)=O,Cc1ccc2c(c1)Sc1sc3c(c1C(=O)N2)CCCC3
c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.Cc1ccc(-c2nc(-c3ccc(C)cc3)nc(-c3cc(Br)cc(Br)c3)n2)cc1.Brc1ccc(-c2ccc3ccccc3n2)cc1.[Li]CCCC.CCCCCC.C1CCOC1,Cc1ccc(-c2nc(-c3ccc(C)cc3)nc(-c3cc(-c4cccc(-c5ccc(-c6ccc7ccccc7n6)cc5)c4)ccc3-c3ccc4ccccc4n3)n2)cc1
[BH4-].[Na+].CCOC(=O)C1CCCCCCC(CC(=O)OC(C)(C)C)C(=O)N1.CC(C)(C)O.CO,CC(C)(C)OC(=O)CC1CCCCCCC(CO)NC1=O
[Al+3].[H-].[Li+].CC(C)(C)OC(=O)NC1CCC(Nc2ncnc3sc4c(c23)CCC4)CC1.C1CCOC1,CNC1CCC(Nc2ncnc3sc4c(c23)CCC4)CC1
[Cl-].[NH4+].[Na+].CC(C)(C)OC(=O)N1CCC(N2c3ccccc3Oc3cc(C#N)ccc32)CC1.[N-]=[N+]=[N-].CN(C)C=O,CC(C)(C)OC(=O)N1CCC(N2c3ccccc3Oc3cc(-c4nnn[nH]4)ccc32)CC1
N.CC(=O)SCC(C)C(=O)N(CC(=O)O)C1CCCCCC1,CC(CS)C(=O)N(CC(=O)O)C1CCCCCC1
[I-].[K+].CN1CCNCC1.COc1ccc(F)cc1C(=O)c1cnc(NC2CCN(S(=O)(=O)CCCCl)CC2)nc1N.ClCCl.C1COCCO1,COc1ccc(F)cc1C(=O)c1cnc(NC2CCN(S(=O)(=O)CCCN3CCN(C)CC3)CC2)nc1N
C[Si](C)(C)N=C=O.CC(C)C(=NO)c1c(C(C)C)nn2ccccc12.C1CCOC1,CC(C)C(=NOC(N)=O)c1c(C(C)C)nn2ccccc12
COC(=O)CC(=O)C1(C)COC(C)(C)OC1.COc1ccc([N+](=O)[O-])cc1N.CCCCCCCC.Cc1cccc(C)c1.CO,COc1ccc([N+](=O)[O-])cc1NC(=O)CC(=O)C1(C)COC(C)(C)OC1
COC=O.CC(=O)C(C)(C)C.CCOCC,CC(C)(C)C(=O)C=CO
B.Cl.[H][H].N#CCc1cc(F)c2c(c1F)OCCO2.CO.C1CCOC1,NCCc1cc(F)c2c(c1F)OCCO2
c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.O=C([O-])[O-].[Na+].OB(O)c1ccccc1.CC(C)(C)[Si](C)(C)Oc1cccc2ccc(-c3nnc4ccc(Br)cn34)nc12.C1COCCO1,Oc1cccc2ccc(-c3nnc4ccc(-c5ccccc5)cn34)nc12
ClCCOC1CCCCO1.Cc1ccc2c(c1)NC(=O)C2(C)C,Cc1ccc2c(c1)N(CCO)C(=O)C2(C)C
O=C([O-])[O-].[K+].O=c1[nH]cc(-c2ccccc2)n1C1CC1.CCOC(=O)CCl.CC#N,CCOC(=O)Cn1cc(-c2ccccc2)n(C2CC2)c1=O
O=C1CCC(=O)N1Cl.ON=Cc1cccnc1.C#CCCCc1c2c3c(nc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)c2nn1CCC)CCCC3.CCN(CC)CC.C1CCOC1.ClCCl,CCCn1nc2c(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)nc3c(c2c1CCCc1cc(-c2cccnc2)no1)CCCC3
Nc1cc(F)c(F)cc1N.CC(C)(C)OC(=O)CC(=O)c1cccc(-c2cccnc2)c1.Cc1ccccc1C,O=C1CC(c2cccc(-c3cccnc3)c2)=Nc2cc(F)c(F)cc2N1
CN(C)C(On1nnc2cccnc21)=[N+](C)C.F[P-](F)(F)(F)(F)F.CC(C)(C)CC1NC(C(=O)O)C(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F.CC(C)(C)OC(=O)c1ccc(N)cc1F.CCN(C(C)C)C(C)C.ClCCl,CC(C)(C)C[C@@H]1N[C@@H](C(=O)Nc2ccc(C(=O)OC(C)(C)C)c(F)c2)[C@H](c2cccc(Cl)c2F)[C@@]1(C#N)c1ccc(Cl)cc1F
[Pd].CCOC1CC=C(c2ccc([N+](=O)[O-])c3c2CN(C)C3=O)CC1.CCO,CCO[C@H]1CC[C@H](c2ccc(N)c3c2CN(C)C3=O)CC1
COC(=O)c1ccc2ccn(CCNc3ccc(OC)cc3)c(=O)c2c1.O=Cc1ccc(Cl)cc1,COC(=O)c1ccc2ccn(CCN(Cc3ccc(Cl)cc3)c3ccc(OC)cc3)c(=O)c2c1
[H-].[Na+].CCOC(=O)N1C[C@@H]2CCN(Cc3ccc(Cl)[n+]([O-])c3)[C@@H]2C1.N#Cc1ccc2c(c1)CC(=O)N2,CCOC(=O)N1C[C@@H]2CCN(Cc3ccc(-c4c(O)[nH]c5ccc(C#N)cc45)[n+]([O-])c3)[C@@H]2C1
CC(C)(C)[O-].[K+].S.CCc1nc2c(o1)CCc1cc(C)ccc1C2=O.CN(C)C=O,CCc1nc2c(s1)CCc1cc(C)ccc1C2=O
CC1(O)OC(=O)C(c2c(F)cccc2Cl)=C1c1ccc(Cl)nc1.NN.O.CCCCO.COC(C)(C)C,Cc1n[nH]c(=O)c(-c2c(F)cccc2Cl)c1-c1ccc(Cl)nc1
[Pd].NN.Cc1cc2c(Br)ccc([N+](=O)[O-])c2cn1.CCO.O,Cc1cc2cccc(N)c2cn1
[Li+].[NH2-].COC(=O)CCc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(c2ccccc2)c2ccccc2)c1.Cc1ccccc1,CCCCCCCCOC(=O)CCc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(c2ccccc2)c2ccccc2)c1
[Na+].[OH-].CCOC(=O)c1ccc(NC(=O)N2CCc3ccccc3[C@H]2c2ccc(C(F)(F)F)cc2)cc1.CCO,O=C(O)c1ccc(NC(=O)N2CCc3ccccc3[C@H]2c2ccc(C(F)(F)F)cc2)cc1
O=C1Cc2ccncc2N1.[O-][n+]1cc(CN2CCOCC2)ccc1Cl,Oc1[nH]c2cnccc2c1-c1ccc(CN2CCOCC2)cn1
O=C(O)c1c(NS(=O)(=O)c2ccccc2F)ccc2c1OCC1CC21.CCN1CC[C@@H](CCN)C1.CO.CS(C)=O,CCN1CC[C@@H](CCNc2ccccc2S(=O)(=O)Nc2ccc3c(c2C(=O)O)OCC2CC32)C1
[Pd].[H][H].CC(C)(C)OC(=O)NCCCCc1ccc(OCCNC(=O)OCc2ccccc2)cc1.CCO.ClCCl.C1CCOC1,CC(C)(C)OC(=O)NCCCCc1ccc(OCCN)cc1
O=C([O-])[O-].[K+].COc1c(N2CCNCC2)cc(Br)cc1C(C)(C)C.CCOC(=O)CBr.CCOC(C)=O.CN(C)C=O,CCOC(=O)CN1CCN(c2cc(Br)cc(C(C)(C)C)c2OC)CC1
CC(C)(C)C[C@@H](CO)NC(=O)OC(C)(C)C.CS(=O)(=O)Cl.ClCCl.CCN(CC)CC,CC(C)(C)C[C@@H](COS(C)(=O)=O)NC(=O)OC(C)(C)C
O=C(NCCSC(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(CF)cc1.O.O=C(O)C(F)(F)F,O=C(NCCS)c1ccc(CF)cc1
CNC.Clc1ccc(CBr)cc1.CN(C)C=O,CN(C)Cc1ccc(Cl)cc1
