UniRef50_A0A166A4Z9	ec_test_Q6NML0	0.365	0.127	0.191
UniRef50_A0A166A4Z9	ec_dev_Q9NXI6	0.426	0.140	0.229
UniRef50_A0A166A4Z9	ec_dev_Q9SUS5	0.362	0.140	0.318
UniRef50_A0A166A4Z9	ec_dev_Q568Y3	0.533	0.068	0.156
UniRef50_A0A166A4Z9	ec_test_Q9LZV8	0.444	0.068	0.170
UniRef50_A0A166A4Z9	ec_dev_E9QAU8	0.482	0.072	0.084
UniRef50_A0A166A4Z9	ec_test_Q67YI6	0.394	0.095	0.092
UniRef50_UPI0012D32C32	contact_valid_70#2AVP_1_A	0.448	0.172	0.700
UniRef50_UPI000B1F3A43	ss_cb513_1iqz-A	0.323	0.861	0.815
UniRef50_A0A7C9DFL4	ss_cb513_1gd1-O	0.440	0.992	0.365
UniRef50_A0ABT8IN86	contact_valid_20#4PWZ_1_A	0.306	0.550	0.408
UniRef50_A0AAV8Y3Z4	ec_train_Q9M2P4	0.329	0.487	0.315
UniRef50_A0AAV8Y3Z4	ec_test_Q965X6	0.326	0.497	0.234
UniRef50_A0AAV8Y3Z4	ec_dev_Q9C6H3	0.333	0.528	0.323
UniRef50_A0AAV8Y3Z4	ec_test_Q9C6H2	0.390	0.437	0.274
UniRef50_A0AAV8Y3Z4	ec_train_Q9FKD7	0.337	0.416	0.290
UniRef50_UPI003B685908	ss_cb513_1pnt-A	0.875	0.246	0.102
UniRef50_A0A1E8GMU5	ss_cb513_2rsl-A	0.324	0.296	0.943
UniRef50_A0A7J6VST6	ss_train_1ogq-A	0.303	0.481	0.460
UniRef50_A0A8S4PMT6	ss_ts115_5gli-A	0.303	0.272	0.261
UniRef50_UPI0026078240	ss_cb513_2phh-A	0.416	0.236	0.150
UniRef50_UPI0007AC72B1	pg_SRBS1_HUMAN_Tsuboyama_2023_2O2W	0.392	0.302	0.746
UniRef50_UPI002FCB8B9F	ss_cb513_2sns-A	0.314	0.556	0.886
UniRef50_UPI0035102FE2	ss_cb513_1hpl-B	0.312	0.784	0.884
UniRef50_UPI0035102FE2	ss_cb513_1hpl-B_8655124587c9	0.312	0.784	0.884
UniRef50_A0ABU3BYP1	ss_train_3q4a-B	0.392	0.202	0.372
UniRef50_A0ABV7C0R5	ss_train_2ysk-A	0.450	0.991	0.766
UniRef50_A0A267E4D2	ss_cb513_1fin-D	0.310	0.508	0.873
UniRef50_A0A267E4D2	ss_cb513_1fin-D_d486fbf7aedb	0.310	0.508	0.873
UniRef50_UPI001554DEA8	contact_valid_90#4EWP_d4ewpf1	0.357	0.627	0.908
UniRef50_A0A367KJQ4	ec_train_Q9M2P4	0.314	0.254	0.370
UniRef50_UPI0030176BD0	ss_cb513_1gmp-B	0.303	0.427	0.917
UniRef50_A0AAX7UNY8	ss_train_5uiw-A	0.386	0.763	0.258
UniRef50_A0AAX7UNY8	pg_CCR5_HUMAN_Gill_2023	0.377	0.763	0.301
UniRef50_A0A3Q3RGD0	ss_cb513_1fdl-H	0.474	0.756	0.436
UniRef50_A0A5A7RJH3	ss_train_1ogq-A	0.326	0.364	0.329
UniRef50_A0A5C1A9C5	ss_cb513_1irk-A	0.303	0.414	0.716
UniRef50_A0A5C1A9C5	ss_cb513_1irk-A_e60115e41287	0.303	0.414	0.716
UniRef50_A0A0G4FT15	ss_cb513_1ubq-A	0.405	0.416	0.921
UniRef50_A0A0G4FT15	pg_RL40A_YEAST_Roscoe_2013	0.379	0.416	0.547
UniRef50_A0A8J4U9P1	ss_train_5mwb-A	0.479	0.961	0.468
UniRef50_A0A8J4U9P1	ss_cb513_1esl-A	0.425	0.526	0.241
UniRef50_A0A8J4U9P1	pg_LYAM1_HUMAN_Elazar_2016	0.393	0.434	0.089
UniRef50_A0A382U0K5	contact_valid_70#4MMO_1_A	0.321	0.330	0.249
UniRef50_A0A398CVL0	ss_cb513_2trt-A	0.433	0.321	0.276
UniRef50_A0A2S5TC57	ss_cb513_1thx-A	0.396	0.315	0.417
UniRef50_A0A369QL64	ec_train_A6L8V3	0.459	0.917	1.000
UniRef50_A0A369QL64	ec_test_Q3B3L6	0.451	0.892	0.968
UniRef50_A0A369QL64	ec_test_B3ECG5	0.429	0.892	0.968
UniRef50_A0A369QL64	ec_test_B5YG54	0.391	0.892	0.979
UniRef50_A0A369QL64	ec_train_Q8YAD1	0.405	0.902	0.989
UniRef50_A0A369QL64	ec_test_C1FNE6	0.430	0.897	0.963
UniRef50_A0A369QL64	ec_train_Q181A2	0.413	0.897	0.989
UniRef50_A0A369QL64	ec_dev_Q74FE6	0.432	0.902	0.953
UniRef50_A0A369QL64	ec_dev_Q03Z52	0.467	0.809	0.883
UniRef50_A0A369QL64	ec_train_Q0RCD6	0.411	0.936	0.975
UniRef50_A0A369QL64	ec_train_Q9X1W1	0.393	0.897	0.968
UniRef50_A0A369QL64	ec_dev_Q034V1	0.407	0.892	0.989
UniRef50_A0A369QL64	ec_dev_B8FZA5	0.384	0.892	0.984
UniRef50_A0A369QL64	ec_dev_C1CN70	0.407	0.907	0.995
UniRef50_A0A369QL64	ec_dev_Q97TD1	0.407	0.907	0.995
UniRef50_A0A369QL64	ec_test_Q2J5Z1	0.386	0.922	0.959
UniRef50_A0A369QL64	ec_test_C0QQW6	0.379	0.897	0.968
UniRef50_A0A369QL64	ec_train_Q65PG8	0.394	0.902	0.984
UniRef50_A0A369QL64	ec_test_C4KZU9	0.426	0.887	0.984
UniRef50_A0A369QL64	ec_test_B2UXS9	0.419	0.897	0.953
UniRef50_A0A369QL64	ec_test_Q0S4R3	0.386	0.877	0.953
UniRef50_A0A369QL64	ec_test_Q8GW64	0.381	0.980	0.691
UniRef50_A0A369QL64	ec_dev_P65869	0.398	0.887	0.963
UniRef50_A0A369QL64	ec_dev_A7WYQ5	0.398	0.887	0.963
UniRef50_A0A369QL64	ec_dev_Q5HIH3	0.398	0.887	0.963
UniRef50_A0A369QL64	ec_dev_Q2FJD9	0.398	0.887	0.963
UniRef50_A0A369QL64	ec_dev_P65867	0.398	0.887	0.963
UniRef50_A0A369QL64	ec_dev_B9DLD9	0.394	0.887	0.963
UniRef50_A0A369QL64	ec_train_B2HDJ5	0.381	0.877	0.948
UniRef50_A0A369QL64	ec_train_Q97E97	0.385	0.897	0.973
UniRef50_A0A369QL64	ec_dev_Q5WAD6	0.414	0.799	0.886
UniRef50_A0A369QL64	ec_train_Q821W6	0.415	0.814	0.934
UniRef50_A0A369QL64	ec_train_A1WVQ1	0.421	0.804	0.856
UniRef50_A0A369QL64	ec_train_Q3AUQ0	0.370	0.892	0.917
UniRef50_A0A369QL64	ec_test_Q2RMC1	0.413	0.892	0.968
UniRef50_A0A369QL64	ec_test_A6QBZ2	0.369	0.902	0.958
UniRef50_A0A369QL64	ec_train_A8ESI0	0.372	0.907	0.995
UniRef50_A0A369QL64	ec_dev_Q72IA8	0.412	0.809	0.858
UniRef50_A0A369QL64	ec_test_A1R4G4	0.386	0.809	0.866
UniRef50_A0A369QL64	ec_train_B9ME46	0.377	0.902	0.886
UniRef50_A0A369QL64	ec_train_Q83AP0	0.392	0.789	0.850
UniRef50_A0A369QL64	ec_test_Q1IWN4	0.389	0.804	0.780
UniRef50_A0A369QL64	ec_test_B0BAQ6	0.380	0.819	0.955
UniRef50_A0A369QL64	ec_test_A0RMV6	0.442	0.760	0.818
UniRef50_A0A369QL64	ec_dev_Q4A5E8	0.362	0.902	0.963
UniRef50_A0A369QL64	ec_test_B2IA78	0.387	0.799	0.859
UniRef50_A0A369QL64	ec_train_A5IZI8	0.369	0.897	0.952
UniRef50_A0A369QL64	ec_test_B5RMX9	0.398	0.775	0.835
UniRef50_A0A369QL64	ec_test_Q0BM46	0.373	0.882	0.911
UniRef50_A0A369QL64	ec_dev_A8GD97	0.375	0.873	0.923
UniRef50_A0A369QL64	ec_test_A7H088	0.412	0.784	0.834
UniRef50_A0A369QL64	ec_dev_B1Y3Q1	0.391	0.804	0.779
UniRef50_A0A369QL64	ec_test_Q5P722	0.396	0.794	0.827
UniRef50_A0A369QL64	ec_dev_A3MQB3	0.402	0.794	0.866
UniRef50_A0A369QL64	ec_dev_A2S6B4	0.402	0.794	0.866
UniRef50_A0A369QL64	ec_dev_Q3JW88	0.402	0.794	0.866
UniRef50_A0A369QL64	ec_train_A6W1C9	0.395	0.828	0.866
UniRef50_A0A369QL64	ec_dev_A5VRR6	0.380	0.804	0.676
UniRef50_A0A369QL64	ec_train_Q033H5	0.367	0.907	1.000
UniRef50_A0A369QL64	ec_test_Q39CT8	0.390	0.794	0.874
UniRef50_A0A369QL64	ec_test_B1JYQ1	0.390	0.794	0.874
UniRef50_A0A369QL64	ec_dev_B4RK78	0.384	0.794	0.854
UniRef50_A0A369QL64	ec_test_Q68WD4	0.369	0.892	0.973
UniRef50_A0A369QL64	ec_test_A4T070	0.409	0.799	0.872
UniRef50_A0A369QL64	ec_train_Q2ISF8	0.383	0.892	0.865
UniRef50_A0A369QL64	ec_test_C4K1L4	0.353	0.892	0.989
UniRef50_A0A369QL64	ec_dev_B7MTY8	0.373	0.877	0.938
UniRef50_A0A369QL64	ec_dev_Q1RCN4	0.373	0.877	0.938
UniRef50_A0A369QL64	ec_dev_A7ZZE0	0.373	0.877	0.938
UniRef50_A0A369QL64	ec_train_B8DKL7	0.343	0.892	0.950
UniRef50_A0A369QL64	ec_dev_Q0BPN7	0.393	0.804	0.851
UniRef50_A0A369QL64	ec_dev_Q3BX00	0.359	0.809	0.865
UniRef50_A0A369QL64	ec_train_P0A282	0.391	0.799	0.856
UniRef50_A0A369QL64	ec_train_P44682	0.344	0.897	0.959
UniRef50_A0A369QL64	ec_dev_A7MY77	0.382	0.897	0.949
UniRef50_A0A369QL64	ec_train_Q3YT13	0.385	0.804	0.896
UniRef50_A0A369QL64	ec_train_B2FQ21	0.365	0.809	0.870
UniRef50_A0A369QL64	ec_dev_B7KNU7	0.381	0.804	0.781
UniRef50_A0A369QL64	ec_test_A1U374	0.337	0.789	0.832
UniRef50_A0A369QL64	ec_test_Q6D557	0.362	0.873	0.908
UniRef50_A0A369QL64	ec_train_A8FYZ9	0.363	0.794	0.851
UniRef50_A0A369QL64	ec_train_Q28LA3	0.406	0.721	0.615
UniRef50_A0A369QL64	ec_dev_B2S1C9	0.337	0.799	0.862
UniRef50_A0A369QL64	ec_train_B8IFN4	0.389	0.804	0.808
UniRef50_A0A369QL64	ec_train_A9KZZ0	0.387	0.794	0.846
UniRef50_A0A369QL64	ec_test_Q5ZS66	0.359	0.892	0.974
UniRef50_A0A369QL64	ec_test_Q5HC85	0.375	0.735	0.777
UniRef50_A0A369QL64	ec_dev_Q6AAC7	0.306	0.902	0.980
UniRef50_A0A369QL64	ec_test_Q3IZN0	0.365	0.804	0.729
UniRef50_A0A369QL64	ec_train_Q73Q01	0.341	0.740	0.793
UniRef50_A0A369QL64	ec_train_Q8BW00	0.304	0.819	0.828
UniRef50_A0A369QL64	ec_train_Q0C2D0	0.337	0.721	0.729
UniRef50_UPI0034A43F4B	ec_test_B9LNJ8	0.316	0.705	0.338
UniRef50_UPI0034A43F4B	ec_train_B0UN04	0.500	0.269	0.138
UniRef50_UPI0034A43F4B	ec_train_B6IYQ0	0.305	0.782	0.387
UniRef50_UPI0034A43F4B	ec_dev_Q72DA0	0.321	0.715	0.346
UniRef50_UPI0034A43F4B	ec_test_Q3J445	0.314	0.767	0.396
UniRef50_UPI0034A43F4B	ec_test_B9KPH4	0.308	0.767	0.396
UniRef50_UPI0034A43F4B	ec_test_P17736	0.300	0.674	0.324
UniRef50_UPI0034A43F4B	ec_test_Q6A8L4	0.311	0.601	0.302
UniRef50_UPI0034A43F4B	ec_dev_P73807	0.321	0.290	0.155
UniRef50_UPI0034A43F4B	ec_train_P61000	0.457	0.181	0.100
UniRef50_UPI0034A43F4B	ec_train_Q8YJK3	0.566	0.155	0.082
UniRef50_UPI0034A43F4B	ec_dev_Q5FRR4	0.329	0.399	0.195
UniRef50_UPI0034A43F4B	ec_dev_Q3A7R3	0.428	0.181	0.101
UniRef50_UPI0034A43F4B	ec_test_B2HQA3	0.366	0.337	0.181
UniRef50_F5XKA9	ss_cb513_1edd-A	0.317	0.149	0.200
UniRef50_A0A453R317	ss_ts115_5jce-A	0.383	0.895	0.340
UniRef50_A0A3A4F2G0	ss_cb513_1ctu-A	0.318	0.955	0.415
UniRef50_A0A3A4F2G0	ss_cb513_1ctu-A_9169c79d7e66	0.318	0.955	0.415
UniRef50_A0ABS3ZAA6	ss_train_1ikt-A	0.466	0.280	0.250
UniRef50_UPI00194F6EED	ss_cb513_4pfk-A	0.551	1.000	0.245
UniRef50_A0A1A8LHT4	ss_cb513_1ubd-C	0.432	0.364	0.540
UniRef50_A0A1A8LHT4	ss_cb513_1ubd-C_c2bb4ad5765f	0.432	0.364	0.540
UniRef50_A0A8J2YQM1	ss_cb513_2gep-A	0.337	0.183	0.161
UniRef50_A0A8J2YQM1	ss_cb513_2gep-A_b666f8d6f5b6	0.337	0.183	0.161
UniRef50_E8PQ83	ss_cb513_2pgd-A	0.334	0.890	0.587
UniRef50_E8PQ83	ss_cb513_2pgd-A_cdf4e1036252	0.334	0.890	0.587
UniRef50_A0AAV4SF41	ss_train_5mwb-A	0.344	0.526	0.538
UniRef50_UPI003D79A93C	contact_valid_70#3CTM_1_A	0.304	0.456	0.323
UniRef50_UPI00129CA9EE	ss_cb513_1irk-A	0.300	0.406	0.676
UniRef50_UPI00129CA9EE	ss_cb513_1irk-A_e60115e41287	0.300	0.406	0.676
UniRef50_A0A7R9IX78	ss_cb513_1ubd-C	0.344	0.664	0.702
UniRef50_A0A7R9IX78	ss_cb513_1ubd-C_c2bb4ad5765f	0.344	0.664	0.702
UniRef50_A0A381VYS7	ss_cb513_1grj-A	0.433	0.624	0.335
UniRef50_A0A381VYS7	ss_cb513_1grj-A_89868b8dd860	0.433	0.624	0.335
UniRef50_UPI002DB76AD6	ss_cb513_8adh-A	0.347	0.690	0.182
UniRef50_A0A1E5VRJ4	ss_train_1fp2-A	0.382	1.000	0.398
UniRef50_UPI0035CFEFFD	ss_cb513_1ses-A	0.437	0.909	0.188
UniRef50_A0AAD7ZFX3	ss_cb513_1ubd-C	0.377	0.613	0.492
UniRef50_A0AAD7ZFX3	ss_cb513_1ubd-C_c2bb4ad5765f	0.377	0.613	0.492
UniRef50_A0A3B5Q2B9	ss_cb513_1ubd-C	0.390	0.307	0.879
UniRef50_A0A3B5Q2B9	ss_cb513_1ubd-C_c2bb4ad5765f	0.390	0.307	0.879
UniRef50_A0ABR4PQ88	contact_valid_20#2W2I_1_A	0.345	0.237	0.302
UniRef50_A0A8W7PA81	contact_valid_70#1QE3_1_A	0.324	0.768	0.673
UniRef50_A0A8W7PA81	contact_valid_50#4ZRS_1_A	0.326	0.200	0.291
UniRef50_UPI001F21AF92	contact_test_TBM#T0911	0.350	0.809	0.436
UniRef50_UPI00185B1791	ss_cb513_1pnt-A	0.314	0.786	0.911
UniRef50_UPI00283E88D5	contact_test_TBM#T0893	0.357	0.357	0.273
UniRef50_Q40456	ss_cb513_1gp2-B	0.495	1.000	0.650
UniRef50_UPI0013302922	pg_BLAT_ECOLX_Deng_2012	0.521	0.885	0.322
UniRef50_UPI0013302922	ss_cb513_3blm-A	0.333	0.923	0.374
UniRef50_UPI0031BDB723	ss_cb513_2dln-A	0.343	0.982	0.987
UniRef50_UPI0031BDB723	ss_cb513_2dln-A_5446d9680c0c	0.343	0.982	0.987
UniRef50_A0A1U7CWF8	contact_test_TBM#T0903	0.313	0.281	0.351
UniRef50_A0A0A0KLD7	ss_cb513_3cln-A	0.327	0.333	0.392
UniRef50_A0A7Z7PQI7	ss_ts115_5hft-A	0.323	0.703	0.662
UniRef50_UPI0022B2AEBF	ss_train_4e2x-A	0.303	0.969	0.964
UniRef50_UPI00345D3207	ss_train_4ypn-A	0.407	0.525	0.184
UniRef50_A0A251RFQ0	ss_train_1ogq-A	0.305	0.604	0.636
UniRef50_A0AAV7ZHX7	ss_ts115_5j0a-B	0.307	0.400	0.546
UniRef50_A0A392RIS4	ss_cb513_1avh-B	0.446	0.727	0.175
UniRef50_A0A392RIS4	ss_cb513_1avh-B_22b7c52a3b78	0.446	0.727	0.175
UniRef50_UPI001E4F5DAC	ss_cb513_2pol-B	0.378	1.000	0.546
UniRef50_UPI00210AA7FB	ec_dev_Q2NIA2	0.333	0.970	0.370
UniRef50_UPI00210AA7FB	ec_test_A5UMH8	0.366	0.970	0.365
UniRef50_UPI00210AA7FB	ec_test_Q2S5P8	0.303	0.921	0.344
UniRef50_A0A518EX97	ss_cb513_1fkf-A	0.439	0.249	1.000
UniRef50_A0A513Q9D9	ss_cb513_1r09-2	0.615	0.243	0.099
UniRef50_A0A513Q9D9	contact_valid_70#5BNP_2_B	0.576	0.243	0.105
UniRef50_Q8GIV7	ss_cb513_4gr1-A	0.351	0.952	0.374
UniRef50_A0A1L7XCR7	ss_train_4zp0-A	0.317	0.255	0.204
UniRef50_A0A2D1QAY9	pg_A0A1I9GEU1_NEIME_Kennouche_2019	0.400	0.256	0.373
UniRef50_H2YBV4	ss_ts115_5hh7-A	0.400	0.213	0.189
UniRef50_H2YBV4	ec_test_P93823	0.400	0.209	0.118
UniRef50_H2YBV4	ec_dev_P0CH30	0.386	0.209	0.130
UniRef50_H2YBV4	ec_train_O22255	0.400	0.209	0.198
UniRef50_H2YBV4	ec_dev_Q9C7E9	0.465	0.199	0.144
UniRef50_H2YBV4	ec_test_Q84TF5	0.413	0.213	0.264
UniRef50_H2YBV4	ec_dev_Q9SLC4	0.382	0.218	0.217
UniRef50_H2YBV4	ec_dev_Q9H4P4	0.408	0.223	0.148
UniRef50_H2YBV4	ec_train_Q8BH75	0.408	0.223	0.148
UniRef50_H2YBV4	ec_dev_Q5R7T5	0.408	0.223	0.148
UniRef50_H2YBV4	ec_dev_Q5FWL3	0.408	0.223	0.148
UniRef50_H2YBV4	ec_dev_Q6GPV5	0.409	0.209	0.282
UniRef50_H2YBV4	ec_test_Q9ZT49	0.425	0.185	0.200
UniRef50_H2YBV4	ec_train_Q2HIJ8	0.300	0.190	0.211
UniRef50_H2YBV4	ec_train_Q8H7N9	0.303	0.370	0.218
UniRef50_H2YBV4	ec_test_Q9SRM0	0.363	0.204	0.278
UniRef50_H2YBV4	ec_test_Q9LZV8	0.392	0.237	0.321
UniRef50_H2YBV4	ec_dev_E9QAU8	0.320	0.251	0.153
UniRef50_H2YBV4	ec_test_Q9FL42	0.325	0.199	0.270
UniRef50_H2YBV4	ec_dev_Q5NU14	0.303	0.204	0.131
UniRef50_H2YBV4	ec_test_Q9M0R5	0.418	0.199	0.125
UniRef50_H2YBV4	ec_train_Q570X5	0.312	0.223	0.184
UniRef50_H2YBV4	ec_test_Q6NML0	0.354	0.223	0.204
UniRef50_H2YBV4	ec_test_P0CH02	0.395	0.199	0.119
UniRef50_A0A7V5P1P5	ec_dev_Q7MR67	0.373	0.925	0.917
UniRef50_A0A7V5P1P5	ec_dev_B5EFY8	0.402	0.933	0.885
UniRef50_A0A7V5P1P5	ec_train_C1A482	0.412	0.888	0.848
UniRef50_A0A7V5P1P5	ec_train_Q6AL12	0.405	0.892	0.866
UniRef50_A0A7V5P1P5	ec_train_Q51841	0.421	0.813	0.760
UniRef50_A0A7V5P1P5	ec_dev_Q30RL8	0.325	0.925	0.933
UniRef50_A0A7V5P1P5	ec_train_A6WL02	0.360	0.910	0.854
UniRef50_A0A7V5P1P5	ec_dev_B8I3A3	0.359	0.799	0.769
UniRef50_A0A7V5P1P5	ec_test_Q1ICQ6	0.378	0.881	0.811
UniRef50_A0A7V5P1P5	ec_train_A7GEJ1	0.334	0.922	0.900
UniRef50_A0A7V5P1P5	ec_train_B1IMN2	0.334	0.922	0.900
UniRef50_A0A7V5P1P5	ec_dev_Q8A0V4	0.378	0.813	0.732
UniRef50_A0A7V5P1P5	ec_test_B1KQZ0	0.360	0.910	0.904
UniRef50_A0A7V5P1P5	ec_dev_Q48FT7	0.368	0.925	0.851
UniRef50_A0A7V5P1P5	ec_train_Q4ZVT9	0.368	0.925	0.851
UniRef50_A0A7V5P1P5	ec_train_Q0VQV5	0.386	0.813	0.743
UniRef50_A0A7V5P1P5	ec_dev_Q3ANS5	0.414	0.802	0.759
UniRef50_A0A7V5P1P5	ec_dev_B4S665	0.407	0.810	0.768
UniRef50_A0A7V5P1P5	ec_dev_Q87RX6	0.382	0.847	0.789
UniRef50_A0A7V5P1P5	ec_dev_Q9PHM6	0.407	0.806	0.759
UniRef50_A0A7V5P1P5	ec_test_Q57L24	0.342	0.914	0.908
UniRef50_A0A7V5P1P5	ec_dev_B7NSB3	0.347	0.914	0.908
UniRef50_A0A7V5P1P5	ec_train_B4TE58	0.338	0.914	0.908
UniRef50_A0A7V5P1P5	ec_train_A7H4H1	0.402	0.806	0.759
UniRef50_A0A7V5P1P5	ec_dev_Q31XD1	0.343	0.914	0.908
UniRef50_A0A7V5P1P5	ec_train_B2TYN7	0.343	0.914	0.908
UniRef50_A0A7V5P1P5	ec_dev_Q6MII5	0.309	0.993	0.934
UniRef50_A0A7V5P1P5	ec_dev_B7VJW6	0.381	0.821	0.765
UniRef50_A0A7V5P1P5	ec_dev_Q47HJ4	0.352	0.806	0.712
UniRef50_A0A7V5P1P5	ec_train_Q30Y32	0.335	0.970	0.928
UniRef50_A0A7V5P1P5	ec_dev_P58057	0.339	0.914	0.908
UniRef50_A0A7V5P1P5	ec_train_B6JP37	0.375	0.825	0.768
UniRef50_A0A7V5P1P5	ec_dev_Q2A4H0	0.327	0.978	0.966
UniRef50_A0A7V5P1P5	ec_dev_A7NAY2	0.327	0.978	0.966
UniRef50_A0A7V5P1P5	ec_dev_A4IWQ8	0.327	0.978	0.966
UniRef50_A0A7V5P1P5	ec_dev_A7GXF7	0.323	0.974	0.948
UniRef50_A0A7V5P1P5	ec_test_A2SL48	0.355	0.802	0.741
UniRef50_A0A7V5P1P5	ec_train_C5A3H8	0.405	0.746	0.723
UniRef50_A0A7V5P1P5	ec_train_A6H1D1	0.346	0.806	0.752
UniRef50_A0A7V5P1P5	ec_train_Q8YN19	0.356	0.821	0.734
UniRef50_A0A7V5P1P5	ec_train_Q145F7	0.361	0.802	0.730
UniRef50_A0A7V5P1P5	ec_test_Q8Z074	0.370	0.851	0.801
