src,tgt
CN(C)C=O.CNc1cc(-n2cc(-c3ccc(OC)cc3)c3ccc(-c4cccc([N+](=O)[O-])c4)cc32)ncn1.CO,CNc1cc(-n2cc(-c3ccc(OC)cc3)c3ccc(-c4cccc(N)c4)cc32)ncn1
[Na+].[Na+].B1(C)OB(C)OB(C)O1.[OH-].O(C)CCOC.n12c(cc3ccc(Br)nc31)CN(C(=O)OC(C)(C)C)CC2C.C1CCCO1.[Na+].O=C([O-])[O-].c1([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)ccccc1,n12c(cc3ccc(C)nc31)CN(C(=O)OC(C)(C)C)CC2C
[K+].[K+].COC(=O)CC(C(OC)OC)C(C(C)=O)C(=O)OC(C)(C)C.O=C([O-])[O-].CC(C)=O.[I-].CCCC#CBr.[K+],COC(=O)CC(C(OC)OC)C(CC#CCC)(C(C)=O)C(=O)OC(C)(C)C
O.FC(F)(F)c1cccc(OC2CNC2)c1.O=C(O)C(=O)O.CCN(CC)CC.O=C=NC1CCCCC1.C1CCOC1,FC(F)(F)c1cccc(OC2CN(C(=O)NC3CCCCC3)C2)c1
c1(OC(F)(F)F)cccc(C(CN)(Cc2ccccc2)c2cccc(OC(F)(F)F)c2)c1.[K+].[O-][N+](=O)c1ccc(OC(=O)Cl)cc1.O=C([O-])[O-].[K+].ClCCl,c1(OC(F)(F)F)cccc(C(CNC(=O)Oc2ccc([N+](=O)[O-])cc2)(Cc2ccccc2)c2cccc(OC(F)(F)F)c2)c1
C(C)(O)C(=O)OC.c1cc(O)cc(C)c1Cl.c1ccccc1P(c1ccccc1)c1ccccc1.CCOC(=O)N=NC(=O)OCC.C(Cl)Cl,c1cc(OC(C)C(=O)OC)cc(C)c1Cl
N(C)(C)C=O.CCOC(C)=O.C1(O)CCN(CCCCl)CC1.Oc1ccc(C2(CN(C)C)CCOCC2)cc1.[K+].[K+].[O-]C(=O)[O-],O(CCCN1CCC(O)CC1)c1ccc(C2(CN(C)C)CCOCC2)cc1
NCC(C)(C)c1ccc(OC)c(OC)c1.C(C)N(CC)CC.O1CCOCC1.o1c(C(=O)Cl)cc2ccccc12,N(CC(C)(C)c1ccc(OC)c(OC)c1)C(=O)c1cc2ccccc2o1
[Na+].[Na].[OH-].CCO.c1(-c2ccco2)noc2c(Cl)c(OC(CC)C(=O)[O-])ccc12,c1(-c2ccco2)noc2c(Cl)c(OCC(=O)O)ccc12
N1CCC2(CC1)OCc1ccccc12.F[B-](F)(F)F.CC(C)N(CC)C(C)C.n1nc2ccccc2n1OC(N(C)C)=[N+](C)C.C(=O)(O)c1c(C)[nH]c2cc(Cl)ccc12.O=CN(C)C,N1(C(=O)c2c(C)[nH]c3cc(Cl)ccc23)CCC2(CC1)OCc1ccccc12
CC(C)N(CC)C(C)C.C(=O)(OCC)C1(N)CC1.O(C(=O)N(CCCl)CCCl)C(C)(C)C,O(C(=O)N1CCN(C2(C(=O)OCC)CC2)CC1)C(C)(C)C
C(=O)N(C)C.c1cccc(C(=O)Cl)c1.O.C(N)CCC1NC(=O)C(Cc2cn(C)c3ccccc23)NC1=O,C(CCC1NC(=O)C(Cc2cn(C)c3ccccc23)NC1=O)NC(=O)c1ccccc1
Cl[Sn]Cl.[K+].N#Cc1c(COc2ccccc2Cl)cccc1[N+](=O)[O-].[OH-].Cl,N#Cc1c(N)cccc1COc1ccccc1Cl
O=C([O-])[O-].C(C)(=O)OCC.N(C)(C)C=O.CC(C)(C)OC(=O)CBr.[K+].O=C(OC)c1scc(Br)c1O.[K+],O=C(OC)c1scc(Br)c1OCC(=O)OC(C)(C)C
C(Cl)(Cl)Cl.CCN(CC)C(=O)Cl.c1ccncc1.C1CCCc2oc3ccc(N)cc3c21,C1CCCc2oc3ccc(NC(=O)N(CC)CC)cc3c21
CC(=O)OCC.N1(C(=O)C(NC(=O)OC(C)(C)C)C(CC=C)C(=O)OC)CCCC1,N1(C(=O)C(NC(=O)OC(C)(C)C)C(CCC)C(=O)OC)CCCC1
O1CCCC1.C(CC)CN=C=O.C1CCCCC1N,C(CC)CNC(=O)NC1CCCCC1
c1(C(F)(F)F)cc(Oc2cc(C)c([N+](=O)[O-])cn2)ccc1Cl.[Fe].CCO.O.Cl,c1(C(F)(F)F)cc(Oc2cc(C)c(N)cn2)ccc1Cl
BrB(Br)Br.c1cc2c(NCC(O)(CC(C)(C)c3cc(F)ccc3OC)C(F)(F)F)cccc2nc1CN1CCOCC1.C(Cl)Cl,c1cc2c(NCC(O)(CC(C)(C)c3cc(F)ccc3O)C(F)(F)F)cccc2nc1CN1CCOCC1
CC(=O)O.O.s1c2c(c(C(=O)OCC)c1NC(C)=O)CCC(Cc1ccccc1)C2,s1c(NC(C)=O)c(C(=O)OCC)c2c1C(=O)C(Cc1ccccc1)CC2
ClCCl.c1cc(Nc2ccc3c(ccn3C)c2)ccn1.ClC(=O)OC.C(C)N(CC)CC,c1cc(N(C(=O)OC)c2ccc3c(ccn3C)c2)ccn1
O=Cc1ccc(C#N)cc1OCc1ccccc1.C(Oc1cc(C#N)ccc1C=CCc1ccc(C(=O)O)cc1)c1ccccc1.c1cc(C(=O)O)ccc1C=CCc1ccc(C#N)cc1OCc1ccccc1.c1(O)cc(C#N)ccc1CCCc1ccc(C(=O)O)cc1.C(Cc1ccc(C(=O)O)cc1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],C(Oc1cc(C#N)ccc1CCCc1ccc(C(=O)O)cc1)c1ccccc1
CO.CC(=O)O.c1c(C=O)c2c(C(=O)OC)ccnc2n1C(=O)OC(C)(C)C.[Na+].C([BH3-])#N.C1CN(C(=O)OC(C)(C)C)CCC1(N)CC,c1c(CNC2(CC)CCN(C(=O)OC(C)(C)C)CC2)c2c(C(=O)OC)ccnc2n1C(=O)OC(C)(C)C
CC1C(NC(=O)OC(C)(C)C)C(=O)N1OC.N.C1CCCO1.[Na],CC1NC(=O)C1NC(=O)OC(C)(C)C
C1CN(C2CCC2)CCN1.[K+].c1cc(OC(=O)Cl)ccc1[N+](=O)[O-].N#CC.[K+].C1CC2(CCN1)C(=O)N(Cc1ccccc1)c1ccccc12.[O-]C(=O)[O-],C1CC2(CCN1C(=O)N1CCN(C3CCC3)CC1)C(=O)N(Cc1ccccc1)c1ccccc12
N(C)C.Fc1cc(F)c(F)cc1[N+](=O)[O-].C(C)O,Fc1cc(N(C)C)c(F)cc1[N+](=O)[O-]
O=C(C)Cl.N(C(=O)c1cc(Cl)ccc1O)c1cc(C(F)(F)F)ccc1Cl,N(C(=O)c1cc(Cl)ccc1OC(C)=O)c1cc(C(F)(F)F)ccc1Cl
C1CCCCN1.c1(Cl)ccnc(COC)n1.ClCCl,c1(N2CCCCC2)ccnc(COC)n1
ICCC(=O)O.Cl.O=C(C)OC1C(S)OC(C)C(OC(C)=O)C1OC(C)=O.C(C)N(CC)CC.ClCCl,O=C(C)OC1C(SCCC(=O)O)OC(C)C(OC(C)=O)C1OC(C)=O
NN.n1cnc(Cl)c2ccn(C3OC(COCc4ccccc4)C(OCc4ccccc4)C3OCc3ccccc3)c12,n1cnc(NN)c2ccn(C3OC(COCc4ccccc4)C(OCc4ccccc4)C3OCc3ccccc3)c12
CCOC(=O)c1ccc(Br)c(CN(Cc2ccccc2)C(=O)C2CC2)c1.O.[OH-].[Li+].C1CCOC1.CO.Cl,O=C(O)c1ccc(Br)c(CN(Cc2ccccc2)C(=O)C2CC2)c1
C(C)(=O)[O-].[Na+].C(C)O.N(C)O.Cl.c1cn(CC(=O)c2cccs2)cn1,c1cn(CC(c2cccs2)=[N+](C)[O-])cn1
C(C)(C)N(CC)C(C)C.CN(C)C=O.c1(C(=O)O)cc(Cl)nnc1Cl.O=C(NC1CNCC(NC(=O)OC(C)(C)C)C1)OC(C)(C)C,O=C(NC1CC(NC(=O)OC(C)(C)C)CN(c2cc(C(=O)O)c(Cl)nn2)C1)OC(C)(C)C
[Na+].O.Cl.[OH-].OCC.O1CCCC1.c1cc(C(=O)OC)ccc1C#Cc1ccc2c(c1)OCCCC2(C)COC,c1cc(C(=O)O)ccc1C#Cc1ccc2c(c1)OCCCC2(C)COC
C(F)(F)(F)S(=O)(=O)c1cc(-c2ccc(OC)cc2)c(-c2ccncc2)n(C)c1=O.C(COC)OC.OB(O)c1ccccc1.O=C([O-])[O-].[Na+].[Na+],c1(-c2ccccc2)cc(-c2ccc(OC)cc2)c(-c2ccncc2)n(C)c1=O
C(C)N1CCNCC1.N(C(=O)c1cc(F)cc(N2CCOCC2)c1)c1ccc(Oc2ccnc(S(C)(=O)=O)n2)c2ccccc12,N(C(=O)c1cc(F)cc(N2CCOCC2)c1)c1ccc(Oc2ccnc(N3CCN(CC)CC3)n2)c2ccccc12
[Na+].Cl.CO.C1C=C(C(=O)OC)c2ccccc2C12CCN(C(=O)OC(C)(C)C)CC2.[OH-],C1C=C(C(=O)O)c2ccccc2C12CCN(C(=O)OC(C)(C)C)CC2
N#C[S-].O=C(O)C(Cl)CCc1ccc(-c2ccccc2Cl)cc1.CCO.[Na+],O=C(O)C(CCc1ccc(-c2ccccc2Cl)cc1)SC#N
C(C)O.C1CCCC=C1c1cc(C(F)F)nn1-c1ccc(S(N)(=O)=O)cc1,C1CCCCC1c1cc(C(F)F)nn1-c1ccc(S(N)(=O)=O)cc1
CN1CCNCC1.C(=O)c1[nH]cc(C(=O)O)c1C,C(=O)c1[nH]cc(C(=O)N2CCN(C)CC2)c1C
c1(C[Zn+])ccc(C#N)cc1.c1cccc(P(c2ccccc2)c2ccccc2)c1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.[Br-].c1(-c2ccc(Br)o2)ccc(C#N)cn1.c1ccccc1P(c1ccccc1)c1ccccc1.C(Cl)Cl.[Pd].c1cccc(P(c2ccccc2)c2ccccc2)c1.O1CCCC1,c1(-c2ccc(Cc3ccc(C#N)cc3)o2)ccc(C#N)cn1
C1(C(=O)OC)CC2c3cccc4[nH]c(C=O)c(c34)CC2N(C#N)C1.[Na+].CC#N.[BH4-],C1(C(=O)OC)CC2c3cccc4[nH]c(CO)c(c34)CC2N(C#N)C1
[N-]=[N+]=[N-].O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC2(C1)OC2CC1OCCO1.CN(C)C=O.CCOC(C)=O.[Na+],O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)(C(CC2OCCO2)N=[N+]=[N-])C1
OC(C)=O.OO.n1c[nH]c2ncccc12,[n+]1([O-])c[nH]c2ncccc21
CC(Oc1ccc(Cl)cn1)C1CCN(Cc2ccccc2)CC1c1ccc(Cl)cc1.Cl.Clc1ccc(C2CNCCC2COc2ccc(Cl)cn2)cc1,CC(Oc1ccc(Cl)cn1)C1CCNCC1c1ccc(Cl)cc1
c1(F)cc(N)ccc1Oc1ccnc(C(N)=O)c1.C(=O)(NCc1ccccc1)C(=O)O,c1(F)cc(NC(=O)C(=O)NCc2ccccc2)ccc1Oc1ccnc(C(N)=O)c1
c1cc(C)ccc1N.CCO.[N+](=O)([O-])c1ccccc1C=O,[N+](=O)([O-])c1ccccc1C=Nc1ccc(C)cc1
[nH]1cc(CC(N)c2nc(-c3ccccc3)c[nH]2)c2ccccc12.c1(C(=O)c2ncc[nH]2)ncc[nH]1.c1(C(=O)O)ccco1,[nH]1cc(CC(NC(=O)c2ccco2)c2nc(-c3ccccc3)c[nH]2)c2ccccc12
c1cccc2[nH]c3cccc(OCC(O)CN(CCOc4ccccc4OC)Cc4ccccc4)c3c12.OC,c1cccc2[nH]c3cccc(OCC(O)CNCCOc4ccccc4OC)c3c12
O.[K+].[K+].O=C([O-])[O-].CC#CCn1c(=O)[nH]c2nc(Cl)nc(Cl)c21.CI.CN(C)C=O,CC#CCn1c(=O)n(C)c2nc(Cl)nc(Cl)c21
O.COC(=O)C1=CCC(C#N)(c2ccc(OC)c(OC3CCCC3)c2)CC1.CO.[K+].[OH-].C1CCOC1,OC(=O)C1=CCC(C#N)(c2ccc(OC)c(OC3CCCC3)c2)CC1
OC(C)C.[NH4+].Clc1cc(OC)c(OCc2c(OC)ccc(F)c2F)cc1-n1c(=O)[nH]c2c(OC)nc(CCl)nc21.[Cl-].N(C)C.[I-].[Na+],Clc1cc(OC)c(OCc2c(OC)ccc(F)c2F)cc1-n1c(=O)[nH]c2c(OC)nc(CN(C)C)nc21
OC(=O)[O-].C1CCCO1.[Na+].c1(O)ccc(C2(C)OCCO2)cc1N(C)C.Cl,c1(O)ccc(C(C)=O)cc1N(C)C
CC(C)(C)OC(=O)NC1CCCC1N.BrCCCCBr,CC(C)(C)OC(=O)NC1CCCC1N1CCCC1
C(CN(CCOC)S(F)(F)F)OC.ClCCl.O=C(OC(C)(C)C)N1CCC(CN=[N+]=[N-])C(O)C1,O=C(OC(C)(C)C)N1CC=C(CN=[N+]=[N-])CC1
c1(CN2CCCC2)cc([N+](=O)[O-])ccc1F.C(C)(=O)OCC,c1(CN2CCCC2)cc(N)ccc1F
C1CC(CI)(C(=O)OCC)CN1C(=O)c1ccccc1OC.Fc1cnc(-c2ccc(O)cc2)nc1,C1CC(COc2ccc(-c3ncc(F)cn3)cc2)(C(=O)OCC)CN1C(=O)c1ccccc1OC
Br.C1(NCC)CCc2nc(N)sc2C1.Br.C1Cc2ncsc2CC1NCCC,C1(NCC)CCc2ncsc2C1
C(C)(C)[Si](S)(C(C)C)C(C)C.[H-].c1cc(OS(=O)(=O)C(F)(F)F)cc2c1CCC(C(=O)OCC)O2.c1ccccc1P(c1ccccc1)c1ccccc1.c1cccc(P(c2ccccc2)c2ccccc2)c1.c1ccccc1C.c1ccccc1P(c1ccccc1)c1ccccc1.O1CCCC1.[Pd].c1(P(c2ccccc2)c2ccccc2)ccccc1.[Na+],c1cc(S[Si](C(C)C)(C(C)C)C(C)C)cc2c1CCC(C(=O)OCC)O2
n1ccc(N(C)C)cc1.C(C)N(CC)CC.C(Cl)Cl.c1cc(S(=O)(=O)Cl)ccc1C.CCOCC.C1=C(CO)C(CC(=O)O)C(O)C1,C1=C(CCl)C(CC(=O)O)C(O)C1
S(=O)(Cl)Cl.c1ccccn1.C(C)OC(C)=O.Cl.OCC.c1ccc(C(=O)c2ccc(OC)c(CCC(=O)OCC)c2)c(CC(=O)OCC)c1.S(=O)(=O)(O)O,c1ccc(C(=O)c2ccc(O)c(CCC(=O)OCC)c2)c(CC(=O)OCC)c1
CCN(CC)CC.C(=O)=Nc1ccc(Cl)cc1.c12cccc(CN)c1c(=O)n(C1CCC(=O)NC1=O)c(C)n2.Cl.C1CCCO1,c12cccc(CNC(=O)Nc3ccc(Cl)cc3)c1c(=O)n(C1CCC(=O)NC1=O)c(C)n2
C=[N+]=[N-].Clc1ccc(C(=O)O)cc1,Clc1ccc(C(=O)OC)cc1
C[Si](C)(Oc1ccc2[nH]c(Sc3ccc(C4C5=C(CCCC5=O)Nc5c4c[nH]c5C(=O)OCC)o3)nc2c1)C(C)(C)C.C1CCOC1,Oc1ccc2[nH]c(Sc3ccc(C4C5=C(CCCC5=O)Nc5c4c[nH]c5C(=O)OCC)o3)nc2c1
Fc1cnc(Cl)nc1Nc1ccc(Cl)c(Cl)c1.COC(=O)c1cc2cc(N)ccc2o1,Fc1cnc(Nc2ccc3oc(C(=O)OC)cc3c2)nc1Nc1ccc(Cl)c(Cl)c1
c1cc(CCN)ccc1-c1ccc(C(C)CNS(=O)(=O)C(C)C)cc1.C(C)(C)C(=O)Cl,c1cc(CCNC(=O)C(C)C)ccc1-c1ccc(C(C)CNS(=O)(=O)C(C)C)cc1
O=C(Cl)C1CC1.c1ccncc1.Nc1nc2ccc(Oc3ccc(Cl)c(NC(=O)C(F)(F)F)c3)nc2s1.CCOC(C)=O.[Na+].O=C([O-])O,N(C(=O)C1CC1)c1nc2ccc(Oc3ccc(Cl)c(NC(=O)C(F)(F)F)c3)nc2s1
n1cc(F)ccc1C(N)CC.[O-][N+](=O)c1ccc(Cl)nc1Nc1cc(OCC)[nH]n1,[O-][N+](=O)c1ccc(NC(CC)c2ccc(F)cn2)nc1Nc1cc(OCC)[nH]n1
CCOC(=O)c1c(NC(=O)C2C(C)(C)C2(C)C)sc2c1CCOC2.CCN,O=C(NCC)c1c(NC(=O)C2C(C)(C)C2(C)C)sc2c1CCOC2
O=C1CCC(=O)N1Br.c1ccccc1COC1CC=CC1,c1ccccc1COC1CC=CC1Br
O(C)c1cccc(C(C)(C)CC)c1.BrB(Br)Br.ClCCl,Oc1cccc(C(C)(C)CC)c1
n1ccc2c(c1Nc1ccc(C(F)(F)F)cc1)CCN(Cc1ccccc1)C2.[OH-].CO.[Pd+2].[OH-],n1ccc2c(c1Nc1ccc(C(F)(F)F)cc1)CCNC2
[H-].[Na+].c12ccc(Br)cc1[nH]c(=O)oc2=O.N(C)(C)C=O.CI.O,c12ccc(Br)cc1n(C)c(=O)oc2=O
O.c1ccccn1.Nc1ccc2c(c1)cc(C(=O)OCC)n2C.c1ccc(C(=O)Cl)cc1,N(C(=O)c1ccccc1)c1ccc2c(c1)cc(C(=O)OCC)n2C
COc1cc(Cl)cc(C=O)c1.ClCCl.BrB(Br)Br.O,Oc1cc(Cl)cc(C=O)c1
c1cccc(P(c2ccccc2)c2ccccc2)c1.c1c(O)ccc(-c2cccc(COc3ccc(CCC(=O)OC)cc3)c2)c1C.c1(CCCO)ccccn1.C(=O)(N=NC(=O)OCC)OCC.C1CCCO1,c1c(OCCCc2ccccn2)ccc(-c2cccc(COc3ccc(CCC(=O)OC)cc3)c2)c1C
CN(C)C=O.COc1ccc2nc(C)cc(O)c2c1.[Na+].[H-].FC(F)(F)c1ccc(-c2cc(Cl)ncn2)cc1,FC(F)(F)c1ccc(-c2cc(Oc3cc(C)nc4ccc(OC)cc34)ncn2)cc1
ClCCl.[Cs+].[Na+].Cl.CN(C)CCCl.COC(=O)C(Cc1cccc(O)c1)C(C)=O.[I-].CC#N.O=C([O-])[O-].[Cs+],COC(=O)C(Cc1cccc(OCCN(C)C)c1)C(C)=O
COC(=O)C(=O)c1ccc(O)cc1.c1cc(S(=O)(=O)[O-])ccc1C.[Na+].[H-].S(N)(=O)(=O)c1ccc(OCCO)cc1.CN(C)C=O,S(N)(=O)(=O)c1ccc(OCCOc2ccc(C(=O)C(=O)OC)cc2)cc1
NC.C(C)O.c1cc(Br)ccc1C(Cl)CN1CCOCC1,c1cc(Br)ccc1C(CN1CCOCC1)NC
O=C([O-])[O-].OC.[Na+].[Na+].c1c(NC(C)=O)ccc(C)c1NC(=O)C(F)(F)F.O,c1c(NC(C)=O)ccc(C)c1N
c1c(I)ccc(C(=O)O)c1F.Cl.CONC,c1c(I)ccc(C(=O)N(C)OC)c1F
CCN(C(C)C)C(C)C.COc1ccc(I)c(NC(=O)C(F)(F)F)c1OC(C)C.CN(C)C=O.C#CC.[Cu]I,COc1ccc(C#CC)c(NC(=O)C(F)(F)F)c1OC(C)C
OC(C)=O.[O-]C(C)=O.O=C(C)[O-].[Pb+4].O=C(C)[O-].c1(Cl)cc(Cl)cc(Sc2c(C(C)C)cc(C)n2Cc2ccncc2)c1.C(C)(=O)[O-],c1(Cl)cc(Cl)cc(Sc2c(C(C)C)cc(C=O)n2Cc2ccncc2)c1
[Na+].O=S(C)(=O)OCCN1CCC(NC(=O)OC(C)(C)C)CC1.c1cc(C(=O)OC)cc2c1OCC(=O)N2.CC(C)(C)OC(=O)NC1CCN(CCn2c(=O)ccc3ccc(OC)cc32)CC1.ClCCl.[H-].OC,C(CN1CCC(NC(=O)OC(C)(C)C)CC1)N1C(=O)COc2ccc(C(=O)OC)cc21
[Pd].c1ccncc1Br.FC(F)(F)c1csc(NC(=O)c2nc(C)ccc2N)n1,FC(F)(F)c1csc(NC(=O)c2nc(C)ccc2Nc2cccnc2)n1
C1CCOC1.c1ccccc1C(=Nc1cncc(OC)c1C)c1ccccc1.Cl.[OH-].[Na+],Nc1cncc(OC)c1C
c1cc(C(=O)NC2CN(CC(=O)Nc3ccc(-n4ccccc4=O)cc3F)CC2OCC(=O)O)sc1Cl.C1CC1N,c1cc(C(=O)NC2CN(CC(=O)Nc3ccc(-n4ccccc4=O)cc3F)CC2OCC(=O)NC2CC2)sc1Cl
O.N(C(C)C)C(C)C.C1CCOC1.[Li]CCCC.Clc1nc(SC)nc(N(CCC(=O)OCC)Cc2ccccc2)c1C(=O)OCC,Clc1nc(SC)nc2c1C(=O)C(C(=O)OCC)CN2Cc1ccccc1
CC(=O)O.[H][H].C(CCCCCCCCCC[N+](C)(C)C)CCCOP(=O)([O-])OCC(COCCCCCCCCCCCCCCCCCC)OCc1ccccc1,C(CCCCCCCCCC[N+](C)(C)C)CCCOP(=O)([O-])OCC(O)COCCCCCCCCCCCCCCCCCC
c1cccnc1.CC(=O)OC(C)=O.C1COCC(C)N1c1nc(N2CCOCC2C)nc2nc(-c3ccnc(N)c3)ccc12,C1COCC(C)N1c1nc(N2CCOCC2C)nc2nc(-c3ccnc(NC(C)=O)c3)ccc12
C([AlH]CC(C)C)C(C)C.c1cccc(C)c1.C1CCCO1.O(C)c1cccc(C(=O)N(C)OC)c1F,O(C)c1cccc(C=O)c1F
C(C)N(CC)CC.c1cc(Cl)c([N+](=O)[O-])cc1S(N)(=O)=O.CC#N.NC1CCCCC1,c1cc(NC2CCCCC2)c([N+](=O)[O-])cc1S(N)(=O)=O
c1ncccc1C1CCC(N2C(=O)c3ccccc3C2=O)C1.OCC,c1ncccc1C1CCC(N)C1
CO.[OH-].[Na+].CCOC(=O)c1ccc(N2CCC(N(C)C(=O)c3ccc(Cl)cc3)C(c3ccc(Cl)c(Cl)c3)C2)nc1,OC(=O)c1ccc(N2CCC(N(C)C(=O)c3ccc(Cl)cc3)C(c3ccc(Cl)c(Cl)c3)C2)nc1
