src,tgt
CC(C)OCCCN.CCC(CC)CNCc1ccc(-c2cc(C(N)=O)c3[nH]cc(C4CCN(S(=O)(=O)CC)CC4)c3c2)s1.O=Cc1ccc(B(O)O)s1.[BH3-]C#N.[Na+],CC(C)OCCCNCc1ccc(B(O)O)s1
CC(C)(C)OC(=O)Nc1cccc(CC2NC(=O)CNC2=O)c1.O=C(O)C(F)(F)F,O=C1CNC(=O)C(Cc2cccc(NCc3ccccc3)c2)N1
CC(=O)OC(C)=O.CC1=CCCC(C)(C)C1(O)C#CC(C)O.COC(C)(C)C.c1ccncc1,CC(=O)OC(C)C#CC1=C(C)C=CCC1(C)C
CN(CCCNC(=O)OC(C)(C)C)c1nc(Cl)ns1.CS(C)=O.O.[Cl-].[H-].[Na+].c1c[nH]cn1,CN(CCCNC(=O)OC(C)(C)C)c1nc(-n2ccnc2)ns1
CN1CCCC1=O.O=C([O-])[O-].O=Cc1ccc(F)cc1.OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO.[K+],O=Cc1ccc(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO)cc1
C1COCCO1.CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(B(O)O)cc12.Cl[Pd]Cl.O.O=C([O-])[O-].OCC1(c2ccc(Br)nc2Cl)CC1.[Fe+2].[K+].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc(C4(CO)CC4)c(Cl)n3)cc12
CC(C)(C)OCCC1(CCOC(C)(C)C)Sc2cc3c(cc2S1)SC(CCOC(C)(C)C)(CCOC(C)(C)C)S3.II.O=S([O-])O.[Na+],CC(C)(C)OCCC1(CCOC(C)(C)C)Sc2cc3c(c(I)c2S1)SC(CCOC(C)(C)C)(CCOC(C)(C)C)S3
CC(=O)c1ccc[n+](CC=C(C)C)c1.CCN(CC)CC.CCO.[Br-].[H][H].[Pd],CC(=O)C1=CN(C=CC(C)C)CCC1
CCCBr.CCOc1ccccc1C(=O)NCc1coc(-c2ccc(O)c(OC(F)F)c2)n1,CCCOc1ccc(-c2nc(CNC(=O)c3ccccc3OCC)co2)cc1OC(F)F
CCCN(C)Cc1ccc(N)cc1.CCOC(=C1C(=O)N(C(C)=O)c2cc(C(=O)OC)ccc21)c1ccccc1,CCCN(C)Cc1ccc(N/C(=C2\C(=O)Nc3cc(C(=O)OC)ccc32)c2ccccc2)cc1
C1CCOC1.CCCCCCCCc1ccc(-c2ccc(CCl)cc2)cc1.CCCCOC(=O)OC(C)COc1ccc(O)cc1.CN(C)C=O.O.[H-].[Na+],CCCCCCCCc1ccc(-c2ccc(COc3ccc(OCC(C)OC(=O)OCCCC)cc3)cc2)cc1
C=CC(=O)OC.CC(C)(C)O.CCOCC.COC(=O)C(C(C)c1ccc(Cl)c(Cl)c1)[N+](=O)[O-].Cl,COC(=O)CCC(C(CC(=O)OC)c1ccc(Cl)c(Cl)c1)[N+](=O)[O-]
C=C1CC(=O)O1.COc1ccc(C(C#N)(CCCN(C)CC(C)O)C(C)C)cc1OC.Cc1ccccc1,COc1ccc(C(C#N)(CCCN(C)CC(C)OC(=O)CC(C)=O)C(C)C)cc1OC
CC(C)[P+](c1ccccc1)(c1ccccc1)c1ccccc1.CN(c1ncccc1C=O)C1CCN(C(=O)OC(C)(C)C)CC1.[I-].[Li]CCCC,CC(C)=Cc1cccnc1N(C)C1CCN(C(=O)OC(C)(C)C)CC1
CC(C)N.O=C(O)c1ccc2c(c1)S(=O)(=O)N=C(n1ccnc1)N2,CC(C)NC1=NS(=O)(=O)c2cc(C(=O)O)ccc2N1
CCNc1cc(B2OC(C)(C)C(C)(C)O2)cnc1C.Cc1nn(CCO[Si](C)(C)C(C)(C)C)c(C)c1-n1c(=O)n(C)c2cnc3ccc(Br)cc3c21,CCNc1cc(-c2ccc3ncc4c(c3c2)n(-c2c(C)nn(CCO)c2C)c(=O)n4C)cnc1C
C1CCOC1.CCC(=O)C(=O)O.CCN(CC)CC.CN(C)C=O.Cc1c(C)c2c(c(C)c1N)C(c1ccc(C(C)C)cc1)CO2.O.O=C(Cl)C(=O)Cl,CCC(=O)C(=O)Nc1c(C)c(C)c2c(c1C)C(c1ccc(C(C)C)cc1)CO2
C1CCNCC1.ClCCCBr.N#Cc1ccccc1O,N#Cc1ccccc1OCCCN1CCCCC1
CC(=O)O[BH-](OC(C)=O)OC(C)=O.CN1CCN(CCCN)CC1.O=Cc1cc(-c2ccc3c(c2)OCO3)n(S(=O)(=O)c2cccc(Cl)c2)c1.[Na+],CN1CCN(CCCNCc2cc(-c3ccc4c(c3)OCO4)n(S(=O)(=O)c3cccc(Cl)c3)c2)CC1
CCN(CC)CC.CCN=C=NCCCN(C)C.CN(C)C=O.CNC1=NC(=O)S/C1=C\C1CCNCC1.Cl.O.O=C(O)c1ccc(C(F)(F)F)cc1C(F)(F)F.On1nnc2ccccc21,CNC1=NC(=O)S/C1=C\C1CCN(C(=O)c2ccc(C(F)(F)F)cc2C(F)(F)F)CC1
CNCCC#N.CSC1NC(=O)C(=Cc2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)S1,CN(CCC#N)C1=NC(=O)C(=Cc2ccc3c(cnn3Cc3ccc(Cl)cc3C(F)(F)F)c2)S1
C1CCOC1.CN(C)C(On1nnc2ccccc21)=[N+](C)C.CN1CCOCC1.COC(=O)c1ccc(C(C)(C)C)cn1.F[P-](F)(F)(F)(F)F.NCCc1ccc(Cl)c(Cl)c1.[K+].[OH-],CC(C)(C)c1ccc(C(=O)NCCc2ccc(Cl)c(Cl)c2)nc1
Br.C=CCn1cc(C)sc1=N.COc1ccc(Cl)cc1C(=O)Cl,C=CCn1cc(C)s/c1=N\C(=O)c1cc(Cl)ccc1OC
C1CCNCC1.CCCCCCC=O.CCO.O=C1CSC(=O)N1CCCCSc1cccc2nccn12,CCCCCCC=C1SC(=O)N(CCCCSc2cccc3nccn23)C1=O
CC(C)O.CCN(CC)CC.C[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CN(c2ccncc2[N+](=O)[O-])C1.O=[N+]([O-])c1cnccc1Cl,CC1CC(NC(=O)OC(C)(C)C)CN(c2ccncc2[N+](=O)[O-])C1
CCn1nc(C2CC2)c(Cl)c1N1CCc2nc(-c3c(C)ccc4c3c(C)nn4S(=O)(=O)c3ccc(C)cc3)nc(N3CCOC[C@H]3C)c2C1.CO.O=C([O-])[O-].[K+],CCn1nc(C2CC2)c(Cl)c1N1CCc2nc(-c3c(C)ccc4[nH]nc(C)c34)nc(N3CCOC[C@H]3C)c2C1
C1CCOC1.Nc1ccc2ccc(Cl)nc2n1.O=C(O)c1ccccc1Cl,O=C(Nc1ccc2ccc(Cl)nc2n1)c1ccccc1Cl
CCN(CC)CC.CN(C)C=O.Cl.N#CC(CCCS(=O)(=O)[O-])c1ccccc1.O=C([O-])[O-].O=C1CCc2cc(C(=O)N3CCNCC3)ccc2N1.[I-].[K+].[Na+],N#CC(CCN1CCN(C(=O)c2ccc3c(c2)CCC(=O)N3)CC1)c1ccccc1
COC(=O)[C@@H](N)Cc1ccc(OCc2c(Cl)cccc2Cl)cc1.Cl.O=C(O)c1ccccn1,O=C(N[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O)c1ccccn1
CCc1ccc(CSc2cc(OCOC)c(=O)n(COC)c2)cc1.COc1ccc(CCl)cc1,COCOc1cc(SCc2ccc(OC)cc2)cn(COC)c1=O
CC(C)(C)C=O.CCCCC.CNC(=O)[C@@H](N)C(C)C.O,CNC(=O)[C@@H](N=CC(C)(C)C)C(C)C
C1CCOC1.CC#N.CCO.CCOC1(c2ccc(C#Cc3ccc(CC(=O)OC)cc3)cc2C(C)(C)C)CC1.O.[Na+].[OH-],CCOC1(c2ccc(C#Cc3ccc(CC(=O)O)cc3)cc2C(C)(C)C)CC1
CCOc1ccc(C(=O)c2cc([C@]34OC[C@](COC(C)=O)(O3)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)ccc2Cl)cc1.CO.[BH4-].[Na+],CCOc1ccc(C(O)c2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1
C1COCCO1.CCOC(C)=O.Nc1nc(Cl)cc(Cl)n1.O=C([O-])[O-].OC(c1ccc(-c2ccncc2)cc1)C(F)(F)F.[Cs+],Nc1nc(Cl)cc(OC(c2ccc(-c3ccncc3)cc2)C(F)(F)F)n1
CC(=O)Cl.O=C(O)C(O)Cc1ccccc1,CC(=O)OC(Cc1ccccc1)C(=O)O
CCOCC.FC(F)(F)Oc1ccccc1N1CCNCC1,FC(F)(F)Oc1ccccc1NCCN1CCN(c2ccccc2OC(F)(F)F)CC1
C1CCOC1.CC(C)(C)[O-].CCOc1ccc2c(C(=O)C(=O)OC)c[nH]c2c1.CN(C)C=O.Cn1ccc2cccc(CC(N)=O)c21.[K+],CCOc1ccc2c(C3=C(c4cccc5ccn(C)c45)C(=O)NC3=O)c[nH]c2c1
C1CCOC1.CNC.O.O=[N+]([O-])c1ccc2sc(Cl)nc2c1,CN(C)c1nc2cc([N+](=O)[O-])ccc2s1
CC(C)(C)OC(=O)Cn1c(SCc2ccccc2)nc2cc([N+](=O)[O-])ccc21.ClCCl.O=C(O)C(F)(F)F,O=C(O)Cn1c(SCc2ccccc2)nc2cc([N+](=O)[O-])ccc21
CCOC(=O)c1ccc(CC#N)cc1.Cc1cccc(C(O)c2ccccc2N2CCCCC2)c1.Clc1ccccc1Cl.O=S(=O)(O)O,CCOC(=O)c1ccc(CC(=O)NC(c2cccc(C)c2)c2ccccc2N2CCCCC2)cc1
CCN(C(C)C)C(C)C.CN(C)[C@H]1CCNC1.C[C@@H]1CCC[C@](O)(CNC(=O)c2c(Cl)ccc3nc(Cl)ccc23)C1,C[C@@H]1CCC[C@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CC[C@H](N(C)C)C4)ccc23)C1
C1CCOC1.CN(C)CC1CSc2ccccc2C1=O.COc1cccc(Br)c1.[Cl-].[Mg].[NH4+],COc1cccc(C2(O)c3ccccc3SCC2CN(C)C)c1
CC(=O)OC(C)=O.COC[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12.c1ccncc1,COC[C@]12CC[C@H](OC(C)=O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]12
COc1ccccc1CCl.Cc1c(Cl)sc2ncnc(NC3CCNCC3)c12,COc1ccccc1CN1CCC(Nc2ncnc3sc(Cl)c(C)c23)CC1
C1COCCO1.CC(C)(C)OC(=O)N1CCC2(CC2)[C@@H](Oc2cncc(-c3nn(C4CCCCO4)c4ccc(Br)cc34)n2)C1.CC1(C)OB(C2=CCOCC2)OC1(C)C.O.O=P([O-])([O-])[O-].[K+],CC(C)(C)OC(=O)N1CCC2(CC2)[C@@H](Oc2cncc(-c3nn(C4CCCCO4)c4ccc(C5=CCOCC5)cc34)n2)C1
CCN=C=NCCCN(C)C.CCOP(=O)(Cc1ccc(N)cc1)OCC.CN(C)C=O.Cl.O.O=C(O)CCc1cnoc1-c1ccc(Cl)cc1.On1nnc2ccccc21,CCOP(=O)(Cc1ccc(NC(=O)CCc2cnoc2-c2ccc(Cl)cc2)cc1)OCC
Cc1nsc(N2CCC(=O)CC2)n1.Nc1nc2n(n1)CCOC2c1ccccc1,Cc1nsc(N2CCC(Nc3nc4n(n3)CCOC4c3ccccc3)CC2)n1
C=CCNC1CCCCC1.Cc1cnc(N2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1C(=O)O,C=CCN(C(=O)c1cc(N2CCN(CCC(c3ccccc3)c3ccccc3)CC2)ncc1C)C1CCCCC1
C1CCOC1.CC(C)(C)OC(=O)N1CC(CC=O)C1.CC(C)(C)[O-].CCOP(=O)(CC#N)OCC.[K+],CC(C)(C)OC(=O)N1CC(CC=CC#N)C1
CC(=O)[O-].CC(C)(C)OC(=O)N1CCN(Cc2cnc(F)c(B(O)O)c2)CC1.CCO.CN(C)c1ccc(P(C(C)(C)C)C(C)(C)C)cc1.Cc1nc(Cl)c2ncn(C3CCCCO3)c2n1.Cl[Pd]Cl.O.[K+],Cc1nc(-c2cc(CN3CCN(C(=O)OC(C)(C)C)CC3)cnc2F)c2ncn(C3CCCCO3)c2n1
CN1CCNCC1.COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4)cn2)cc1.COc1ccc(CN(Cc2ccc(OC)cc2)c2ncc(-c3nc(N4CCOCC4)nc4c3CCN4C(=O)Nc3cc(N4CCN(C)CC4)ccc3C)cn2)cc1.Cc1ccc(N2CCN(C)CC2)cc1N.Cc1ccc(N2CCOCC2)cc1N,Cc1ccc(N2CCN(C)CC2)cc1NC(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21
CC#N.CCN(C(C)C)C(C)C.ClCc1ccccc1.Nc1ccc2c(c1)CNN2CC(O)(Cn1cncn1)c1ccc(F)cc1F,OC(CN1NCc2cc(NCc3ccccc3)ccc21)(Cn1cncn1)c1ccc(F)cc1F
CC(=O)c1cnc2c(c(C)nn2Cc2ccco2)c1NC1CCCC1.O=P(O)(O)O,CC(=O)c1cnc2[nH]nc(C)c2c1NC1CCCC1
Cc1cccc(C)c1B(O)O.Cc1ccccc1CO.O.O=C([O-])[O-].OCc1ccc(Br)cc1.[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1cccc(C)c1-c1ccc(CO)cc1
CCO.CCOC(=O)C(C#N)=C(C)OCC.Cl.NNc1ccc(C(F)(F)F)cn1.O,CCOC(=O)c1c(C)nn(-c2ccc(C(F)(F)F)cn2)c1N
C1CCOC1.CCC[Mg]Br.COC(=O)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl,CCCC(O)(CCC)c1ccc(Cl)c2nc3n(c12)CCCN3c1ccc(Cl)cc1Cl
Cl.NN1CC(=O)NC1=O.O=C(O)C=Cc1cccc(F)c1.O=S(Cl)Cl.c1ccncc1,O=C(C=Cc1cccc(F)c1)NN1CC(=O)NC1=O
CN1CCCC1=O.COc1ccc(Cn2cnc3c(-c4cccnc4F)ncnc32)cc1.Cc1ccc2c(=O)[nH]ccc2c1O.O=C([O-])[O-].[Cs+],COc1ccc(Cn2cnc3c(-c4cccnc4Oc4c(C)ccc5c(=O)[nH]ccc45)ncnc32)cc1
CCC12C(=O)CCC1C2C(=O)O.[Na+].[OH-],O=C(O)C1C2CCC(=O)C21
C1CNCCN1.CCCCO.[O-][n+]1cccc(F)c1Cl,[O-][n+]1cccc(F)c1N1CCNCC1
CN(C)C=O.NC1=N[C@@]2(CO1)c1cc(Br)ccc1Oc1c(F)cc(O)cc12.O.O=C([O-])[O-].OB(O)c1cccnc1F.[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c(F)cc(O)cc12
C1CCOC1.ClCCl.O.O=C(O)c1ccc(Cl)nc1Cl.OCC(F)F.[H-].[Na+],O=C(O)c1ccc(Cl)nc1OCC(F)F
CC(C)[O-].CCO.C[C@@H](N)[C@](O)(Cn1cncn1)c1ccc(F)cc1F.O=C1CCN(c2ccccc2F)CC1.[BH3-]C#N.[Na+].[Ti+4],C[C@@H](NC1CCN(c2ccccc2F)CC1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
CS(=O)(=O)c1nccc(-c2ccnn2-c2ccccc2)n1.Nc1cccc(Cl)c1,Clc1cccc(Nc2nccc(-c3ccnn3-c3ccccc3)n2)c1
Cc1onc(-c2ccccc2)c1COc1ccc(N)nn1.O=C(Cl)C1CCCC1,Cc1onc(-c2ccccc2)c1COc1ccc(NC(=O)C2CCCC2)nn1
C1CCOC1.Cl.Nc1cc(Cl)nc(Cl)n1.O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)c(C(F)(F)F)c1.[K+].[OH-],NC1=NC(Cl)N(c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2C(F)(F)F)C(Cl)=C1
CC(=O)O[BH-](OC(C)=O)OC(C)=O.CC1CCCO1.CCOC(CN)OCC.O=CC1CCCCC1.[Na+].[OH-],CCOC(CNCC1CCCCC1)OCC
COC(=O)c1cccc2nc(-c3ccc(CN4CCNCC4)cc3)oc12.O.[NH4+],NC(=O)c1cccc2nc(-c3ccc(CN4CCNCC4)cc3)oc12
ClCCl.NCCCCN1CCN(c2cncc(Cl)n2)CC1.O=C1OC(=O)C2CCCC1O2,O=C1C2CCCC(O2)C(=O)N1CCCCN1CCN(c2cncc(Cl)n2)CC1
CC(C)(C)c1cc2nnc(-c3cc(F)ccc3F)n2nc1Cl.CN(C)C=O.Cn1ncnc1CO.O.[H-].[Na+],Cn1ncnc1COc1nn2c(-c3cc(F)ccc3F)nnc2cc1C(C)(C)C
CC(C)(C)OC(=O)N[C@@H](CCC(=O)OCC(Cl)(Cl)Cl)C(=O)OCc1ccccc1.CCO.[Pd],CC(C)(C)OC(=O)N[C@@H](CCC(=O)OCC(Cl)(Cl)Cl)C(=O)O
CN(C)C=O.O.O=C([O-])[O-].O=C1OCCO1.O=[N+]([O-])c1ccc2c(c1)c(-c1ccc(F)c(O)c1)nn2C(c1ccccc1)(c1ccccc1)c1ccccc1.[K+],O=[N+]([O-])c1ccc2c(c1)c(-c1ccc(F)c(OCCO)c1)nn2C(c1ccccc1)(c1ccccc1)c1ccccc1
CC1CN(Cc2ccccc2Cl)CC(CN2C(=O)c3ccccc3C2=O)O1.CCO.NN.O,CC(=O)NCC1CN(Cc2ccccc2Cl)CC(C)O1
CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C=O)cc3OC)nc1-2.CN1CCNCC1.ClCCl.[Na+],CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(CN4CCN(C)CC4)cc3OC)nc1-2
CCOCC.COCCCCBr.O=C(c1ccccc1)c1ccccc1.[Mg],COCCCCC(O)(c1ccccc1)c1ccccc1
CCOC(=O)c1cccc(N=C=O)c1.COc1cc2nccc(Oc3ccc(N)cc3)c2cc1OC.Cc1ccccc1,CCOC(=O)c1cccc(NC(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)cc2)c1
CC(C)(C)c1cc(NC(=O)NNC(=O)c2ccc([N+](=O)[O-])cc2)cc(C(C)(C)C)c1O.CCO.[H][H].[Pd],CC(C)(C)c1cc(NC(=O)NNC(=O)c2ccc(N)cc2)cc(C(C)(C)C)c1O
CCO.CCOC(=O)C(=O)Nc1cccc(OC)c1C(N)=O.N,COc1cccc(NC(=O)C(N)=O)c1C(N)=O
CC(C)(N)Cc1ccc(Oc2ccccn2)cc1.c1ccc2c(c1)[nH]c1cccc(OC[C@@H]3CO3)c12,CC(C)CN(C[C@H](O)COc1cccc2[nH]c3ccccc3c12)c1ccc(Oc2ccccn2)cc1
C1CCOC1.CCOC(=O)C(C)C(=O)OCC.CCOCC.Cc1ccc2cc(CBr)ccc2c1.O.[Cl-].[H-].[K+].[NH4+].[Na+].[OH-],Cc1ccc2cc(CC(C)(C(=O)O)C(=O)O)ccc2c1
C1COCCO1.CC(=O)C1=C2OCOC2(C(=O)OCCC#N)C(COCCN=[N+]=[N-])C(N2C=CCC=C2)=C1C.[Na+].[OH-],CC(=O)c1c(C)c(N2C=CCC(C(=O)O)=C2)c(COCCN=[N+]=[N-])c2c1OCO2
CCCc1ccc(S)cc1.CN1CCN(c2cc(Cl)nc(-c3ccccc3)n2)CC1,CCCc1ccc(Sc2cc(N3CCN(C)CC3)nc(-c3ccccc3)n2)cc1
Br.CCN=C=NCCCN(C)C.ClCCl.FC(F)(F)c1ccc2c(c1)CNC2.O=C(O)CN1CCC(c2ccc(F)cc2)(c2ccc(F)cc2)C1=O,O=C(CN1CCC(c2ccc(F)cc2)(c2ccc(F)cc2)C1=O)N1Cc2ccc(C(F)(F)F)cc2C1
CCN(CC)CC.COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC[C@H](O)[C@@]2(C)C[C@H]1OC(C)=O.Cl.ClCCl.c1ccc(CNCC23CCCN(CCC2)C3)cc1,COCC1OC(=O)C(=CN(Cc2ccccc2)CC23CCCN(CCC2)C3)C2=C(O)C(=O)C3=C(C(OC(C)=O)CC4(C)C(O)CCC34)C21C
COc1ccc(C(N)=O)c(N)c1C.NC(=O)c1ccccc1.O=C(Cl)c1cccc(F)c1,COc1ccc2c(O)nc(-c3cccc(F)c3)nc2c1C
