src,tgt
COc1cc(OC)c([N+](=O)[O-])c(C(=O)NC2CCN(C(c3ccccc3)c3ccccc3)CC2)c1,COc1cc(OC)c([N+](=O)[O-])c(C(=O)O)c1.NC1CCN(C(c2ccccc2)c2ccccc2)CC1
CC(C)OC1CN(C(=O)OC(C)(C)C)CCC1N,CC(C)OC1CN(C(=O)OC(C)(C)C)CCC1NCc1ccccc1
COC(=O)NS(=O)(=O)c1cccc(-c2cc(NCCc3ccc(OC)cc3)nc(OC)n2)c1,COC(=O)Cl.COc1ccc(CCNc2cc(-c3cccc(S(N)(=O)=O)c3)nc(OC)n2)cc1
CN(CCOc1cccc(Cl)c1C#N)Cc1ccccc1,CN(CCO)Cc1ccccc1.N#Cc1c(F)cccc1Cl
COC(=O)c1ccc2cc(-c3ccc4c(c3)C(C)(C)CCC4(C)C)n(C)c2c1,CI.COC(=O)c1ccc2cc(-c3ccc4c(c3)C(C)(C)CCC4(C)C)[nH]c2c1
Cn1nc(-c2c(F)cccc2Cl)nc1-c1ccc(OCc2ccc(C(F)(F)F)cc2F)c(Cl)c1,Cn1nc(-c2c(F)cccc2Cl)nc1-c1ccc(O)c(Cl)c1.Fc1cc(C(F)(F)F)ccc1CCl
N#Cc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,NC(=O)c1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl
Cc1nn(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)c2ccc(C=O)cc12,Cc1n[nH]c2ccc(C=O)cc12.FC(F)(F)c1ccc(CBr)c(C(F)(F)F)c1
O=C(Cc1ccccc1)NCc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,NCc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O.O=C(Cl)Cc1ccccc1
CNc1ncc2cc(-c3c(C)cnc4c(Cl)nccc34)ccc2n1,CNc1ncc2cc(-c3c(C)cnc4c(=O)[nH]ccc34)ccc2n1.O=P(Cl)(Cl)Cl
CC(O)C1CN(C(=O)N2CCN(S(C)(=O)=O)CC2)CC1c1ccc(Cl)c(Cl)c1,CC(=O)C1CN(C(=O)N2CCN(S(C)(=O)=O)CC2)CC1c1ccc(Cl)c(Cl)c1
CCc1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1,CC(=O)c1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1
N#CC1(C(O)(Cn2ccnc2)c2ccc(F)cc2)CC1,N#CC1(C2(c3ccc(F)cc3)CO2)CC1.c1c[nH]cn1
CCCCCCCN(CCc1ccc(OC(C)(C)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1,CCCCCCCN(CCc1ccc(OC(C)(C)C(=O)OCC)cc1)C(=O)Nc1ccc(F)cc1
Cc1c(NC(=O)OC(C)(C)C)cc2c(c1C)OC(C)(C)C2(O)c1ccc(C(C)C)cc1,CC(C)c1ccc(Br)cc1.Cc1c(NC(=O)OC(C)(C)C)cc2c(c1C)OC(C)(C)C2=O
CS(=O)(=O)N(CC1CC1)c1ccccc1N1CCN(C(=O)C(O)Cc2ccc(Cl)cc2)CC1,CS(=O)(=O)N(CC1CC1)c1ccccc1N1CCNCC1.O=C(O)C(O)Cc1ccc(Cl)cc1
CCOC(=O)CCc1ccc(OC)c(F)c1,CCOC(=O)C=Cc1ccc(OC)c(F)c1
COc1nc(N(C(=O)OC(C)(C)C)c2ccc(Br)c(CBr)c2)ccc1C#N,COc1nc(N(C(=O)OC(C)(C)C)c2ccc(Br)c(C)c2)ccc1C#N.O=C1CCC(=O)N1Br
CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NCc4ccc(N5CCC(c6ccc(C(F)(F)F)cc6)C5)cc4)cc3)oc12,CC(C)c1cc(C#N)cc2nc(-c3ccc(C(=O)NCc4ccc(Br)cc4)cc3)oc12.FC(F)(F)c1ccc(C2CCNC2)cc1
FC(F)(F)c1ccc(OCC2CCCCN(CC3(c4ccc(Cl)cc4)CCC3)C2)cc1,O=C(N1CCCCC(COc2ccc(C(F)(F)F)cc2)C1)C1(c2ccc(Cl)cc2)CCC1
Nc1nc(-c2ccccc2C(=O)N2C(CNC(=O)c3cccc4occc34)CC3CC32)cs1,Nc1nc(-c2ccccc2C(=O)O)cs1.O=C(NCC1CC2CC2N1)c1cccc2occc12
CCc1cc(OC(C)C)c(OCc2ccccc2)cc1OCCCCCC(C)(C)C#N,CC(C)I.CCc1cc(O)c(OCc2ccccc2)cc1OCCCCCC(C)(C)C#N
CCCCNCC(OC)OC,CCCCN.COC(C=O)OC
Cc1cc(N(C)C2CCCC2)c2[nH]c(-c3ccccn3)cc2c1,C=O.Cc1cc(NC2CCCC2)c2[nH]c(-c3ccccn3)cc2c1
CC(=O)OCc1cc2c(c3c1CCC3)C(=O)c1ccccc1C2=O,CC(=O)[O-].O=C1c2ccccc2C(=O)c2c1cc(CBr)c1c2CCC1
CC(C)(C)OC(=O)NC1CCN(c2ccccn2)C1,CC(C)(C)OC(=O)NC1CCNC1.Fc1ccccn1
COC(=O)c1cc2nccnc2cc1N,COC(=O)c1cc2nccnc2cc1NC(=O)OC(C)(C)C
COCCOCCNc1ncnc2c1cnn2-c1cc(C)cc(C)c1,COCCOCCN.Cc1cc(C)cc(-n2ncc3c(Cl)ncnc32)c1
COc1cc2c(Oc3ccc4[nH]cc(C)c4c3)ncnc2cc1OCCN1CCOCC1,COc1cc2c(Oc3ccc4[nH]cc(C)c4c3)ncnc2cc1O.ClCCN1CCOCC1
CCOC(=O)c1c(C)cc(Cl)nc1N(C)CC,CCNC.CCOC(=O)c1c(C)cc(Cl)nc1Cl
CC(C)CN(Cc1cccc2ccsc12)C1CCN(C(=O)OC(C)(C)C)CC1,BrCc1cccc2ccsc12.CC(C)CNC1CCN(C(=O)OC(C)(C)C)CC1
COCCCNc1cccc(C(=O)NC23CC4CC(CC(NC(=O)c5ccccn5)(C4)C2)C3)n1,COCCCN.O=C(NC12CC3CC(C1)CC(NC(=O)c1cccc(Cl)n1)(C3)C2)c1ccccn1
COCCC1CN(C2=Nc3cc(Cl)ccc3Nc3sc(C)cc32)CCN1,COCCC1CNCCN1.CSC1=Nc2cc(Cl)ccc2Nc2sc(C)cc21
O=C1c2cc(Br)ccc2OCCN1Cc1ccccc1,O=C(c1cc(Br)ccc1F)N(CCO)Cc1ccccc1
Cc1cc(Nc2nc(Nc3cc(C)c(C4CCN(C(=O)CN(C)C)CC4)cc3F)ncc2Cl)n[nH]1,CN(C)CC(=O)Cl.Cc1cc(Nc2nc(Nc3cc(C)c(C4CCNCC4)cc3F)ncc2Cl)n[nH]1
O=C(O)c1cc(Br)cc2c(CC3CCS(=O)(=O)C3)c[nH]c12,CCOC(=O)c1cc(Br)cc2c(CC3CCS(=O)(=O)C3)c[nH]c12
COC(=O)c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1-c1ccccc1,COC(=O)c1ccc(CBr)cc1-c1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1
O=C(Nc1ccc(-n2cnc3ccncc32)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,Nc1ccc(-n2cnc3ccncc32)cc1.O=C=Nc1ccc(Cl)c(C(F)(F)F)c1
NC(=S)Nc1ncc(Cl)cc1Oc1ccccc1,O=C(NC(=S)Nc1ncc(Cl)cc1Oc1ccccc1)c1ccccc1
COc1ccc(Nc2ncc(C(N)c3ccc(S(=O)(=O)N(C)C)cc3)cc2-c2nc(C)nc(N)n2)cn1,COc1ccc(CN(Cc2ccc(OC)cc2)c2nc(C)nc(-c3cc(C(N)c4ccc(S(=O)(=O)N(C)C)cc4)cnc3Nc3ccc(OC)nc3)n2)cc1
CC(C)(C)c1cccc(NC(=O)c2ccc(C3CCN(c4ccc(C(=O)O)cc4Cl)CC3)cc2)c1,CC(C)(C)c1cccc(NC(=O)c2ccc(C3CCNCC3)cc2)c1.O=C(O)c1ccc(Br)c(Cl)c1
CC(C)(C)OC(=O)N1CC2CC1CN2c1nc(-c2ccnc(Cl)c2)cc2nccn12,CC(C)(C)OC(=O)N1CC2CC1CN2.Clc1cc(-c2cc3nccn3c(Cl)n2)ccn1
NCC(Nc1nccc(-c2n[nH]c3nc(NCCN4CCOCC4)ncc23)n1)c1cccc(Cl)c1,CC(C)(C)OC(=O)NCC(Nc1nccc(-c2n[nH]c3nc(NCCN4CCOCC4)ncc23)n1)c1cccc(Cl)c1
CCCOc1ccc(C(=O)CN2CCOCC2)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,C1COCCN1.CCCOc1ccc(C(=O)CBr)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1
COc1ccc(OC)c(C=C2SC(=S)N(CCC(=O)O)C2=O)c1,COc1ccc(OC)c(C=O)c1.O=C(O)CCN1C(=O)CSC1=S
O=C1NCCN1c1cccc(NCc2ccccc2)c1,Nc1cccc(N2CCNC2=O)c1.O=Cc1ccccc1
COc1cc2ncnc(Oc3ccc(NC(=O)NC4CCN(Cc5ccccc5)C4)c(Cl)c3)c2cc1OC,COc1cc2ncnc(Oc3ccc(N)c(Cl)c3)c2cc1OC.NC1CCN(Cc2ccccc2)C1.O=C(OC(Cl)(Cl)Cl)OC(Cl)(Cl)Cl
N#CC(C#N)(CCC(F)(F)F)Cc1c(Cl)cc(C(F)(F)F)cc1Cl,FC(F)(F)CCBr.N#CC(C#N)Cc1c(Cl)cc(C(F)(F)F)cc1Cl
Cc1cc(Nc2nc(NC(C)c3ccc(F)cn3)c(C#N)cc2Cl)n[nH]1,CC(N)c1ccc(F)cn1.Cc1cc(Nc2nc(Cl)c(C#N)cc2Cl)n[nH]1
CCOC(=O)C(C)(C)Oc1ccc(CNC(=O)Cc2cnc(-c3ccc(C(F)(F)F)cc3)nc2C2CC2)cc1,CCOC(=O)C(C)(C)Oc1ccc(CN)cc1.O=C(O)Cc1cnc(-c2ccc(C(F)(F)F)cc2)nc1C1CC1
CCC(CC)Nc1c([N+](=O)[O-])cc(COCCO)c(C)c1[N+](=O)[O-],CCC(N)CC.Cc1c(COCCO)cc([N+](=O)[O-])c(Cl)c1[N+](=O)[O-]
COc1ccccc1COc1cccc(-c2c(C(=O)c3ccccc3)cnc3c(C(F)(F)F)cccc23)c1,COc1ccccc1CBr.O=C(c1ccccc1)c1cnc2c(C(F)(F)F)cccc2c1-c1cccc(O)c1
CCOC(=O)C#Cc1cnc(N)s1,CCOC(=O)C#Cc1cnc(NC(=O)OC(C)(C)C)s1
C(=NNc1cc(N2CCOCC2)n2nc(-c3cnccn3)cc2n1)c1c[nH]c2ccccc12,NNc1cc(N2CCOCC2)n2nc(-c3cnccn3)cc2n1.O=Cc1c[nH]c2ccccc12
COC(=O)CCc1sc2ccccc2c1Cl,COC(=O)C=Cc1sc2ccccc2c1Cl
OCC1Cc2ccccc2N1,O=C(O)C1Cc2ccccc2N1
CCCn1cnc2c1c(=O)n(CCCC(C)(O)C#CCN1CCN(C)CC1)c(=O)n2C,C#CCN1CCN(C)CC1.CCCn1cnc2c1c(=O)n(CCCC(C)=O)c(=O)n2C
O=[N+]([O-])c1cc(C(Br)c2ccccc2)ccc1Cl,Br.O=[N+]([O-])c1cc(C(O)c2ccccc2)ccc1Cl
COC(=O)c1ccc(CN2CCCCC2)cc1[N+](=O)[O-],C1CCNCC1.COC(=O)c1ccc(CO)cc1[N+](=O)[O-]
COC(=O)C(C)(C)n1cc(-c2ccnc(SC)n2)c(I)n1,COC(=O)C(C)(C)Br.CSc1nccc(-c2cn[nH]c2I)n1
COC(=O)CN(c1cc2cc(OC)c(=O)oc2cc1OCc1ccccc1)S(N)(=O)=O,COC(=O)CN(c1cc2cc(OC)c(=O)oc2cc1OCc1ccccc1)S(=O)(=O)NC(=O)OC(C)(C)C
CCCc1cc(N)c(NCC)cn1,CCCc1cc(N)c(NC(C)=O)cn1
COC(CCn1cc(I)c(=O)n(C(=O)c2ccccc2)c1=O)OC,COC(CCBr)OC.O=C(c1ccccc1)n1c(=O)[nH]cc(I)c1=O
O=C(NCC(=O)N1CCC(Nc2ccccc2C(F)(F)F)CC1)c1ccc(Nc2ccccc2)cc1,FC(F)(F)c1ccccc1NC1CCNCC1.O=C(O)CNC(=O)c1ccc(Nc2ccccc2)cc1
Cc1cccc2cc(CN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ncc(N4CCOCC4)cn3)c(N(CC3CC3)CC3CC3)nc12,C1COCCN1.Cc1cccc2cc(CN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ncc(Br)cn3)c(N(CC3CC3)CC3CC3)nc12
Cn1c(C(=O)NC2CCCCC2C(=O)NCC#N)cc2ccc(Cl)cc21,CI.N#CCNC(=O)C1CCCCC1NC(=O)c1cc2ccc(Cl)cc2[nH]1
CCN(CC1CCCC1)c1nc2ccccc2cc1CO,CCN(CC1CCCC1)c1nc2ccccc2cc1C=O
CC(C)C(=O)OC(C)(C)C,CC(C)(C)O.CC(C)C(=O)Cl
CCOc1nc(N)c2ncccc2c1Cl,CCOc1cc2cccnc2c(N)n1.O=C1CCC(=O)N1Cl
O=C1NCCN1CCNc1ncc(F)c(-c2cc3cccc(-c4cc(F)ncc4CNCCC(F)(F)F)c3s2)n1,CC(C)(C)OC(=O)N(CCC(F)(F)F)Cc1cnc(F)cc1-c1cccc2cc(-c3nc(NCCN4CCNC4=O)ncc3F)sc12
COC(=O)c1cc(-c2nc(COc3ccc(C=O)cc3OC)c(C)o2)ccc1C,COC(=O)c1cc(-c2nc(CCl)c(C)o2)ccc1C.COc1cc(C=O)ccc1O
CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(COC)cc2C)c1C,CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(CO)cc2C)c1C.CI
COc1ccc(-c2nc(CNC(=O)Cc3cccnc3)sc2-c2ccc(OC)cc2)cc1,COc1ccc(-c2nc(CN)sc2-c2ccc(OC)cc2)cc1.O=C(O)Cc1cccnc1
BrCC#CCc1ccccc1,BrP(Br)Br.OCC#CCc1ccccc1
COC(=O)CCCCC=CCn1ccnc1,COC(=O)CCCCC#CCn1ccnc1
CCCC(COC(=O)NC(C)C)Cc1cn(-c2ccc(C(C)C)cc2)c2cnc(-c3c(CC)cccc3CC)cc12,CC(C)N=C=O.CCCC(CO)Cc1cn(-c2ccc(C(C)C)cc2)c2cnc(-c3c(CC)cccc3CC)cc12
Cc1ccc(-c2ccc(C(C)N3CCC(CCCO)(c4ccc(F)cc4)OC3=O)cc2)c(C)n1,CC(c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)N1CCC(CCCO)(c2ccc(F)cc2)OC1=O.Cc1ccc(Br)c(C)n1
CCCCCc1ccc(Br)s1,CCCCCc1cccs1.O=C1CCC(=O)N1Br
CC(C)(C)OC(=O)N1CCCC(c2cccc(NS(=O)(=O)c3ccc(OC(F)(F)F)cc3)c2)C1,CC(C)(C)OC(=O)N1CCCC(c2cccc(N)c2)C1.O=S(=O)(Cl)c1ccc(OC(F)(F)F)cc1
CCOc1oc(-c2c(Cl)cccc2OCc2ccccc2)nc1C(C)C,CCOc1oc(-c2c(F)cccc2Cl)nc1C(C)C.OCc1ccccc1
O=C(CC1CCC1)N1CCC2(CC1)CCN(c1ccc(OC(F)(F)F)cc1)C2=O,O=C(O)CC1CCC1.O=C1N(c2ccc(OC(F)(F)F)cc2)CCC12CCNCC2
COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1N1CCC(N2CCCC2)CC1,C1CCN(C2CCNCC2)C1.COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1F
CC(N)C1CN(S(=O)(=O)c2cccc3cncc(Cl)c23)C1,CC(NC(=O)OC(C)(C)C)C1CN(S(=O)(=O)c2cccc3cncc(Cl)c23)C1
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nccs3)nc21,Brc1nccs1.CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(N)nc21
CCCCCCSCC(NC(C)C(=O)N1CCCC1C(=O)O)C(=O)O,CCCCCCSCC(NC(C)C(=O)N1CCCC1C(=O)O)C(=O)OCC
Nc1ccc(C(=O)O)c([N+](=O)[O-])c1,CC(=O)Nc1ccc(C(=O)O)c([N+](=O)[O-])c1
O=S(=O)(Cl)c1c[nH]c(-c2ccc(Cl)cc2)n1,Clc1ccc(-c2ncc[nH]2)cc1.O=S(=O)(O)Cl
OCCCc1cccc(-c2cccc(O)c2)c1,OCCCc1cccc(-c2cccc(OCc3ccccc3)c2)c1
O=C(OCc1ccccc1)N1CC2CCCCC2(C(=O)O)C1,COC(=O)C12CCCCC1CN(C(=O)OCc1ccccc1)C2
CCc1cc(OCC=C(Cl)Cl)cc(C)c1OCCCCOc1ccc(C(F)(F)F)cn1,CCc1cc(O)cc(C)c1OCCCCOc1ccc(C(F)(F)F)cn1.ClCC=C(Cl)Cl
O=C(COc1ccc(Br)cc1Cl)Nc1cc(C(=O)O)ccn1,COC(=O)c1ccnc(NC(=O)COc2ccc(Br)cc2Cl)c1
Cn1ccn2ncc(C(=O)O)c12,COC(=O)c1cnn2ccn(C)c12
CC(NC(=O)Cc1ccc(-c2ccccc2)cc1)c1ccc(Oc2ccccn2)cn1,CC(NC(=O)Cc1ccc(-c2ccccc2)cc1)c1ccc(O)cn1.Fc1ccccn1
COCCN1CCc2ccc(Nc3ncc(Cl)c(NC4CCC(NS(C)(=O)=O)CC4)n3)cc2CC1,COCCN1CCc2ccc(N)cc2CC1.CS(=O)(=O)NC1CCC(Nc2nc(Cl)ncc2Cl)CC1
CC(=O)c1cc(C)c(C)s1,CC(=O)Cl.Cc1ccsc1C
Cc1cc2nc(N3CCN(c4c(Cl)cncc4Cl)CC3)[nH]c2cc1Cl,Cc1cc2[nH]c(Cl)nc2cc1Cl.Clc1cncc(Cl)c1N1CCNCC1
CCOc1cc(C(=CC#N)c2ccc(OC)c(NC(=O)N(C)C)c2)ccc1OC,CCOc1cc(C(=CC#N)c2ccc(OC)c(N)c2)ccc1OC.CN(C)C(=O)Cl
CC(Nc1nccc(-c2sc(C3CCNCC3)nc2-c2ccc(F)cc2)n1)c1ccccc1,CCOC(=O)N1CCC(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC(C)c4ccccc4)n3)s2)CC1
CCCc1c(Cc2ccc(-c3ccccc3C#N)cc2)c(=O)n(C)c2ncnn12,CCCc1c(Cc2ccc(-c3ccccc3C#N)cc2)c(=O)[nH]c2ncnn12.O=C([O-])[O-]
CC(CC(=O)O)C(=O)c1ccc(-n2cnc(CCCN3C(=O)c4ccccc4C3=O)c2)cc1,CC(CC(=O)O)C(=O)c1ccc(F)cc1.O=C1c2ccccc2C(=O)N1CCCc1c[nH]cn1
Cc1cc(Nc2cccc(N(C)C)c2)nc(-c2ccccn2)n1,CN(C)c1cccc(N)c1.Cc1cc(Cl)nc(-c2ccccn2)n1
CCOC(=O)c1cc(CN)on1,CCOC(=O)c1cc(CNC(=O)OC(C)(C)C)on1
O=C(Nc1cccc2c1COC2=O)C(=O)c1ccccc1,Nc1cccc2c1COC2=O.O=C(O)C(=O)c1ccccc1
COc1ccc(CNC(=O)c2sc(-c3ccc(Cl)cc3)nc2CCO)c(OC)c1,COc1ccc(CN)c(OC)c1.O=C1OCCc2nc(-c3ccc(Cl)cc3)sc21
c1ccc(-c2ncc(N3CCCC3CCCCOC3CCCCO3)nc2-c2ccccc2)cc1,C(CCC1CCCN1)COC1CCCCO1.Clc1cnc(-c2ccccc2)c(-c2ccccc2)n1
CCCCc1nc(CC)n(CC(=O)C(C)(C)C)c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1,CC(C)(C)C(=O)CBr.CCCCc1nc(CC)[nH]c(=O)c1Cc1ccc(-c2ccccc2C#N)cc1
CCCCCCCCCCCCCCCC(=O)N1CCC(CCON)CC1,CCCCCCCCCCCCCCCC(=O)N1CCC(CCON2C(=O)c3ccccc3C2=O)CC1
NCC1NC(=O)C1NC(=O)COc1ccccc1,[N-]=[N+]=NCC1NC(=O)C1NC(=O)COc1ccccc1
O=C1C(NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)CCN1Cc1ccc2ccnc(Cl)c2c1,NC1CCN(Cc2ccc3ccnc(Cl)c3c2)C1=O.O=S(=O)(Cl)c1ccc(-c2ccc(Cl)s2)s1
CC(C)c1cc2ncc(C#Cc3ccccc3)cn2n1,C#Cc1ccccc1.CC(C)c1cc2ncc(Br)cn2n1
c1ccc(C(CCNC2CC2)c2ccccc2)cc1,BrCCC(c1ccccc1)c1ccccc1.NC1CC1
Cc1cc(F)ccc1-n1cccc(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c(F)c2)c1=O,Cc1cc(F)ccc1-n1cccc(C(=O)O)c1=O.Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3c2)c(F)c1
NC(=O)Nc1cccc(CCCCO)c1,CC(C)(C)[Si](C)(C)OCCCCc1cccc(NC(N)=O)c1
O=C(CBr)Nc1scc(C2CC2)c1C(=O)c1ccccc1,Nc1scc(C2CC2)c1C(=O)c1ccccc1.O=C(Br)CBr
O=C(O)c1cc(Nc2ccc3ccccc3n2)ccc1Cl,Clc1ccc2ccccc2n1.Nc1ccc(Cl)c(C(=O)O)c1
CCCCOc1c(CN)n(CC(C)C)c(=O)c2ccc(-c3cnco3)cc12,CCCCOc1c(CN(C(=O)[O-])C(C)(C)C)n(CC(C)C)c(=O)c2ccc(-c3cnco3)cc12
CCCCC12CCC(=O)C=C1c1cc(F)c(NC(C)=O)cc1C2,CC(=O)Cl.CCCCC12CCC(=O)C=C1c1cc(F)c(N)cc1C2
CN1CCN(c2cc(-c3ccc4c(c3)CN(C(=O)CC3CCOCC3)CC4)nc(N)n2)CC1,CN1CCN(c2cc(-c3ccc4c(c3)CNCC4)nc(N)n2)CC1.O=C(O)CC1CCOCC1
O=C(CNCC(O)c1cccc(Br)c1)Nc1ccccc1,NCC(O)c1cccc(Br)c1.O=C(CCl)Nc1ccccc1
O=C(C=Cc1cccc(NC(=O)CCCc2ccccc2)c1)NO,COC(=O)C=Cc1cccc(NC(=O)CCCc2ccccc2)c1.NO
OCc1cc(F)cc(Br)c1,O=C(O)c1cc(F)cc(Br)c1
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)OC,CCC(C)C(N)C(=O)OC.O=C(NC(Cc1ccccc1)C(=O)O)OCc1ccccc1
CCOC(=O)c1cc2cc(C=CC(=O)N(C)Cc3sc4ccccc4c3C)cnc2[nH]c1=O,C=CC(=O)N(C)Cc1sc2ccccc2c1C.CCOC(=O)c1cc2cc(Br)cnc2[nH]c1=O
CC(COS(C)(=O)=O)Cc1ccc2ccccc2c1,CC(CO)Cc1ccc2ccccc2c1.CS(=O)(=O)Cl
