src,tgt
NC(=O)CCl.N1c2ccccc2C2CCCC12,NC(=O)CN1c2ccccc2C2CCCC21
n1nc(SCC2CC2)n(C)c1C(=O)CC1CC1,n1nc(SCC2CC2)n(C)c1C(O)CC1CC1
c1(C(F)(F)F)cc(CO[C@@H]2CC[C@H]3[C@H](c4nc(C)co4)C[C@]2(c2ccccc2)N3Cc2ccccc2)cc(C(F)(F)F)c1,c1(C(F)(F)F)cc(CO[C@@H]2CC[C@@H]3N[C@@]2(c2ccccc2)C[C@H]3c2nc(C)co2)cc(C(F)(F)F)c1
CCCc1c(O)c(C(C)=O)cc2c1OC(CCC(=O)OCC)(CCC(=O)OCC)CC2.C(Br)CCOc1cccc2c1CCCC2,CCCc1c2c(cc(C(C)=O)c1OCCCOc1cccc3c1CCCC3)CCC(CCC(=O)OCC)(CCC(=O)OCC)O2
C(OC1(CN2CCNC(=O)C2c2ccccc2)C=CC=CC1)c1ccccc1,C(OC1(CN2CCNCC2c2ccccc2)C=CC=CC1)c1ccccc1
c1c(F)cccc1-c1nc(N)n(C)c(=O)c1-c1ccc(=O)[nH]c1.CI,c1c(F)cccc1-c1nc(N)n(C)c(=O)c1-c1ccc(=O)n(C)c1
C1CCC(COCOC)N1C(=O)OCc1ccccc1,C1CCC(COCOC)N1
[C@@H]1(C(F)(F)F)C[C@H](NC(=O)OC(C)(C)C)CN(c2ccncc2NC(=O)c2c(NC(=O)OC(C)(C)C)oc3cc(C=O)cnc23)C1.N1CCN(C)CC1,[C@@H]1(C(F)(F)F)C[C@H](NC(=O)OC(C)(C)C)CN(c2ccncc2NC(=O)c2c(NC(=O)OC(C)(C)C)oc3cc(CN4CCN(C)CC4)cnc23)C1
CC(C)(C)OC(=O)N1CCC(CCCOS(C)(=O)=O)CC1.Oc1ccc2c(c1)CCN(S(C)(=O)=O)C2,CC(C)(C)OC(=O)N1CCC(CCCOc2ccc3c(c2)CCN(S(C)(=O)=O)C3)CC1
c1cccc(C2CNCCO2)c1.C(=O)(Cl)CC(C)(C)C,c1cccc(C2CN(C(=O)CC(C)(C)C)CCO2)c1
c1nc(Cl)c(Cl)cc1C(F)(F)F.N(Cc1ccccc1)S(=O)(=O)c1ccc(C(=O)OC)c(C)c1,c1nc(N(Cc2ccccc2)S(=O)(=O)c2ccc(C(=O)OC)c(C)c2)c(Cl)cc1C(F)(F)F
O=C(O)C(N)CS.C(Cl)C(=O)O,O=C(O)C(N)CSCC(=O)O
CC(N)c1ccccc1.C(Cl)CCO,CC(NCCCO)c1ccccc1
C(N)CCNc1ccccn1.C(Cl)c1cccs1,C(N)CCN(Cc1cccs1)c1ccccn1
C(CCOC)Oc1cc(OC)cc(C(=O)NC2CC2)c1,C(CCOC)Oc1cc(CNC2CC2)cc(OC)c1
CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(Cl)nc32)CC1.c1(B2OC(C)(C)C(C)(C)O2)ccc([N+](=O)[O-])cc1,CC(C)(C)OC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc([N+](=O)[O-])cc4)nc32)CC1
c1cccc(N)c1B1OC(C)(C)C(C)(C)O1.c1(Cl)ncnc2c1ncn2C1CCCCO1,c1cccc(N)c1-c1ncnc2c1ncn2C1CCCCO1
O(CC)P(=O)(CNCc1ccccc1)OCC.C(Br)c1cc([N+](=O)[O-])cc2nc(OC)c(OC)nc12,O(CC)P(=O)(CN(Cc1ccccc1)Cc1cc([N+](=O)[O-])cc2nc(OC)c(OC)nc12)OCC
c1([C@@H](C)CNC(=O)OC(C)(C)C)ccc(B2OC(C)(C)C(C)(C)O2)cc1.c1(Br)c(OC)cc(C)c2c1c1cc(C)sc1c(=O)n2COCC[Si](C)(C)C,c1([C@@H](C)CNC(=O)OC(C)(C)C)ccc(-c2c(OC)cc(C)c3c2c2cc(C)sc2c(=O)n3COCC[Si](C)(C)C)cc1
c1ncnn1-c1ccc(C(=O)O)cc1.N(C1CC1)C1CCN(c2ncc(Cl)cn2)CC1,c1ncnn1-c1ccc(C(=O)N(C2CC2)C2CCN(c3ncc(Cl)cn3)CC2)cc1
Cc1c(C(=O)O)sc2ncnc(Nc3ccc(F)cc3OC3CCCC3)c12.N,Cc1c(C(N)=O)sc2ncnc(Nc3ccc(F)cc3OC3CCCC3)c12
O=C1N(N)CCCC1(NC(=O)OCc1ccccc1)[PH](=O)NC(=O)COc1ccccc1,O=C1N(N)CCCC1(N)[PH](=O)NC(=O)COc1ccccc1
CCOC(=O)Nc1ccc2c(c1[N+](=O)[O-])CCC2Nc1ccc(F)cc1,CCOC(=O)Nc1ccc2c(c1N)CCC2Nc1ccc(F)cc1
COC(=O)[C@@H]1C[C@H](O)CN1.S(=O)(=O)(Cl)c1cccc(C#N)c1,COC(=O)[C@@H]1C[C@H](O)CN1S(=O)(=O)c1cccc(C#N)c1
c12cnn(C)c1ncc(Br)c2.N=C(c1ccccc1)c1ccccc1,c12cnn(C)c1ncc(N=C(c1ccccc1)c1ccccc1)c2
c1ccccc1C1(C#N)CCCC1,c1ccccc1C1(CN)CCCC1
c1cc(Br)c2c(c1)NC(=O)C21CCN(Cc2ccccc2)CC1,c1cc(Br)c2c(c1)NCC21CCN(Cc2ccccc2)CC1
c1ccc(C(F)(F)F)c(C=O)c1.NNC(=S)NC1CC2C=CC1C2,c1ccc(C(F)(F)F)c(C=NNC(=S)NC2CC3C=CC2C3)c1
C1(CCO)CCCO1.c1(Cl)ccc([N+](=O)[O-])cc1OC,C1(CCOc2ccc([N+](=O)[O-])cc2OC)CCCO1
[O-][N+](=O)c1ccccc1-c1ccc(C)cc1.BrN1C(=O)CCC1=O,[O-][N+](=O)c1ccccc1-c1ccc(CBr)cc1
[C@H]12CC=CC[C@]1(C)[C@H]1CC[C@]3(C)C(C(C)=O)=CC[C@H]3[C@@H]1CC2.OOC(=O)c1cccc(Cl)c1,[C@@H]12CC[C@H]3[C@@H]4CC=C(C(C)=O)[C@@]4(C)CC[C@@H]3[C@@]1(C)C[C@H]1O[C@H]1C2
c1cc(F)c2ccccc2c1.OC(CCN(C)C)c1cccs1,c1cc(OC(CCN(C)C)c2cccs2)c2ccccc2c1
C(C)OC(=O)CCCCn1c(C(=O)OCC)cc2c(Cl)cc(OCc3ccccc3)cc21,C(C)OC(=O)CCCCn1c(C(=O)OCC)cc2c(Cl)cc(O)cc21
C=CC(=O)Cl.Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)cc1,C=CC(=O)Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2Cl)cc1
c1cccc(C(Sc2ccc(N3C[C@@H](CN=[N+]=[N-])OC3=O)cc2F)(c2ccccc2)c2ccccc2)c1,c1cccc(C(Sc2ccc(N3C[C@H](CN)OC3=O)cc2F)(c2ccccc2)c2ccccc2)c1
n1cc(Cl)nc(N2CCNCC2)c1.OCc1ccsc1,n1cc(OCc2ccsc2)nc(N2CCNCC2)c1
C1CNCc2ccc(OC)c(O)c21.C(=O)(O)c1nc(-c2cccnc2)nc2ccccc12,C1CN(C(=O)c2nc(-c3cccnc3)nc3ccccc23)Cc2ccc(OC)c(O)c21
C(F)(F)(F)c1cccc([C@H](C#N)NC(=O)Cn2nc(-c3ccc(Cl)cc3)n(C[C@H](O)C(F)(F)F)c2=O)c1.[N-]=[N+]=N[Si](C)(C)C,C(F)(F)(F)c1cccc(C(NC(=O)Cn2nc(-c3ccc(Cl)cc3)n(C[C@H](O)C(F)(F)F)c2=O)c2nnn[nH]2)c1
C1[C@H](O)CN(C(=O)c2ccccc2)[C@@H]1C(=O)O.C(Br)c1ccccc1,C1[C@H](O)CN(C(=O)c2ccccc2)[C@@H]1C(=O)OCc1ccccc1
CNC(=O)c1cc(F)cc(F)c1Nc1nc(Cl)ncc1Cl.Nc1ccc2c(c1)NC(=O)CCC2,CNC(=O)c1cc(F)cc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)CCC3)ncc1Cl
c1cc(COc2ccc(C(O)C(=O)OC)cc2)ccc1F.C(Cl)OCCOC,c1cc(COc2ccc(C(OCOCCOC)C(=O)OC)cc2)ccc1F
c1cc(Cl)c(-c2noc(C(C)C)c2CCCOc2ccc(-c3ccc4nc(C(=O)OC)ccc4c3)cc2)c(Cl)c1,c1cc(Cl)c(-c2noc(C(C)C)c2CCCOc2ccc(-c3ccc4nc(C(=O)O)ccc4c3)cc2)c(Cl)c1
C(=O)(O)COc1ccccc1.C(Cl)(C(=O)CCNC(=O)OCc1ccccc1)C(=O)OCC,C(=O)(COc1ccccc1)OC(C(=O)CCNC(=O)OCc1ccccc1)C(=O)OCC
CC(C)(C)OC(=O)NOC(C)(C)C(=O)OCC,CC(C)(C)OC(=O)NOC(C)(C)CO
c1cccnc1CCO.C(Br)CCCBr,c1cccnc1CCOCCCCBr
C1(=O)C(S(=O)(=O)c2ccc(F)cc2)CCCCN1OC(c1ccccc1)(c1ccccc1)c1ccccc1.Oc1ccc(OC)cc1,C1(=O)C(S(=O)(=O)c2ccc(Oc3ccc(OC)cc3)cc2)CCCCN1OC(c1ccccc1)(c1ccccc1)c1ccccc1
C(C)n1c(=O)n(CC)c(=O)c2c1nc(/C=C/c1ccc(C(=O)OC)cc1OC)n2C,C(C)n1c(=O)n(CC)c(=O)c2c1nc(/C=C/c1ccc(C(=O)O)cc1OC)n2C
C(=O)(N[C@H](C(=O)O)C(Sc1ccccc1N)c1ccccc1)OCc1ccccc1,C(=O)(NC1C(=O)Nc2ccccc2SC1c1ccccc1)OCc1ccccc1
O(C)C(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.C(=O)/C=C(\CCCCC)c1cccc(F)c1,O(C)C(=O)/C=C/C=C(\CCCCC)c1cccc(F)c1
c1cc(CN)ccc1I.C(=O)(OC(=O)OC(C)(C)C)OC(C)(C)C,c1cc(CNC(=O)OC(C)(C)C)ccc1I
C1CCNCC1.C(=O)(OC)c1ccc([N+](=O)[O-])cn1,C1CCN(C(=O)c2ccc([N+](=O)[O-])cn2)CC1
[N-]=[N+]=[N-].C(=O)(Cl)C=Cc1ccc(Br)cc1,N(=[N+]=[N-])C(=O)C=Cc1ccc(Br)cc1
O=C(Cl)c1ccc(F)cc1[N+](=O)[O-].N1CC1,O=C(c1ccc(F)cc1[N+](=O)[O-])N1CC1
n1c(-c2ccccc2)c(CCC(=O)OCC)cn1Cc1ccc(O)cc1.C(Br)CBr,n1c(-c2ccccc2)c(CCC(=O)OCC)cn1Cc1ccc(OCCBr)cc1
C1CN(c2ccc3cc([N+](=O)[O-])ccc3n2)CCO1,C1CN(c2ccc3cc(N)ccc3n2)CCO1
C(OC)OC(c1cc(CBr)ccc1I)(C(F)(F)F)C(F)(F)F.N(CC=C)CC=C,C(OC)OC(c1cc(CN(CC=C)CC=C)ccc1I)(C(F)(F)F)C(F)(F)F
Cc1csc(S(=O)(=O)C2(c3cc(N4CCOC[C@@H]4C)nc(-c4ccc(N)cc4)n3)CCC2)n1.C(=O)(Cl)Oc1ccccc1,Cc1csc(S(=O)(=O)C2(c3cc(N4CCOC[C@@H]4C)nc(-c4ccc(NC(=O)Oc5ccccc5)cc4)n3)CCC2)n1
c1c(C(=O)O)ccc([N+](=O)[O-])c1OCCCC.CO,c1c(C(=O)OC)ccc([N+](=O)[O-])c1OCCCC
n1nn(C2CCCCO2)nc1-c1ccccc1Cl.c1([Mg+])ccc(COC2CCCCO2)cc1,n1nn(C2CCCCO2)nc1-c1ccccc1-c1ccc(COC2CCCCO2)cc1
COC(=O)c1nc2n(c1I)C1CC(C1)c1ccc(Br)cc1-2.C([Zn+])C1(C)COC1,COC(=O)c1nc2n(c1CC1(C)COC1)C1CC(C1)c1ccc(Br)cc1-2
c1cccc(-c2ccc3c(n2)NCCC3)c1.c1(F)cc(C)nc(F)n1,c1cccc(-c2ccc3c(n2)N(c2cc(C)nc(F)n2)CCC3)c1
c1cc(O)ccc1Cl.c1(Cl)cc(OCC#C)ncn1,c1cc(Oc2cc(OCC#C)ncn2)ccc1Cl
C(N)c1cc(OC)no1.C(=O)(O)c1cnc(O[C@@H](C)C(F)(F)F)c(-c2ccc(Cl)cc2)c1,C(NC(=O)c1cnc(O[C@@H](C)C(F)(F)F)c(-c2ccc(Cl)cc2)c1)c1cc(OC)no1
O=C(OC(=O)C1CC1)C1CC1.N1CCN2CC1Cc1ccccc12,O=C(C1CC1)N1CCN2CC1Cc1ccccc12
O=S(=O)(NC(C(=O)OC)C(CC(F)(F)F)CC(F)(F)F)c1ccc(Cl)cc1,O=S(=O)(NC(CO)C(CC(F)(F)F)CC(F)(F)F)c1ccc(Cl)cc1
c12c(=O)[nH]c(-c3ccc(Br)cc3OC)nc1c(C)nn2C1CCCCC1.C=CC(=O)OC,c12c(=O)[nH]c(-c3ccc(/C=C/C(=O)OC)cc3OC)nc1c(C)nn2C1CCCCC1
c1cc2c(c(CCO)c1O)[C@H](CCNC(=O)CC)CC2,c1cc2c(c3c1OCC3)[C@H](CCNC(=O)CC)CC2
c12ccc(F)cc1[nH]cc2-c1ccc2nc(CNS(=O)(=O)CCOC)oc2c1,c12ccc(F)cc1[nH]cc2-c1ccc2nc(CNS(=O)(=O)CCO)oc2c1
c1cc(C#N)c(F)c(C)c1-c1cnn(-c2ccc(C(=O)O)cn2)c1O.N1CCCN(C2CC2)CC1,c1cc(C#N)c(F)c(C)c1-c1cnn(-c2ccc(C(=O)N3CCCN(C4CC4)CC3)cn2)c1O
c1(C(N)=O)cn(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2C=O)nc1Nc1ccc(C(C)(C)O)cc1,c1(C(N)=O)cn(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)nc1Nc1ccc(C(C)(C)O)cc1
N(C(=O)OC(C)(C)C)c1ccc(-n2c(=O)[nH]c3ccccc3c2=O)cc1,Nc1ccc(-n2c(=O)[nH]c3ccccc3c2=O)cc1
CC(=O)Nc1ccc2nc(CO)ccc2c1.N(C)C,CC(=O)Nc1ccc2nc(CN(C)C)ccc2c1
C=C[C@@H]1C[C@]1(N)C(=O)NS(=O)(=O)C1(CCCCCCCCCCCC(=O)OC)CC1.C(=O)(O)[C@@H]1C[C@@H](OC(=O)N2Cc3cccc(F)c3C2)CN1C(=O)OC(C)(C)C,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](OC(=O)N2Cc3cccc(F)c3C2)CN1C(=O)OC(C)(C)C)C(=O)NS(=O)(=O)C1(CCCCCCCCCCCC(=O)OC)CC1
c1ccccc1Cn1c(C(Br)CC)nc(C)c(C)c1=O.N1CCNCC1c1ccc(C)cc1,c1ccccc1Cn1c(C(CC)N2CCNCC2c2ccc(C)cc2)nc(C)c(C)c1=O
c1(O)cccc(F)c1C(=O)O.CO,c1(O)cccc(F)c1C(=O)OC
N1(C(=O)OCc2ccccc2)CC(=O)C[C@H]1C(=O)O,N1CC(=O)C[C@H]1C(=O)O
C1CCC(N2C(=O)[C@H](N)CC=C[C@H]2c2ccccc2)C1.C(=O)(O)[C@H](C)NC(=O)Cc1cc(F)cc(F)c1,C1CCC(N2C(=O)[C@H](NC(=O)[C@H](C)NC(=O)Cc3cc(F)cc(F)c3)CC=C[C@H]2c2ccccc2)C1
c1cc(C)ccc1B(O)O.C1(Br)=C(c2ccc(SC)cc2)CCC1,c1cc(C)ccc1C1=C(c2ccc(SC)cc2)CCC1
CCOC(=O)CCCCCC=O.N1CC=Cc2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)nc21,CCOC(=O)CCCCCCN1CC=Cc2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)nc21
CC(C)(C)OC(=O)N1CCN(c2cc(N)ccc2OC)CC1.S(=O)(=O)(Cl)c1cccc(OC(F)F)c1,CC(C)(C)OC(=O)N1CCN(c2cc(NS(=O)(=O)c3cccc(OC(F)F)c3)ccc2OC)CC1
c1(F)cc2nsnc2cc1[N+](=O)[O-],c1(F)cc2nsnc2cc1N
c1cc(C(c2ccc(Cl)cc2)N2CC(C(C(=O)O)c3cc(F)cc(F)c3)C2)ccc1Cl.NC,c1cc(C(c2ccc(Cl)cc2)N2CC(C(C(=O)NC)c3cc(F)cc(F)c3)C2)ccc1Cl
Cn1cc2c(c1)S(=O)(=O)NCCC2=O.C(Cl)CCN1CCN(c2ccc(F)cc2)CC1,Cn1cc2c(c1)S(=O)(=O)N(CCCN1CCN(c3ccc(F)cc3)CC1)CCC2=O
c1nc(Cl)nc(Cl)c1Cl.Nc1cc(OCC2CC2)[nH]n1,c1nc(Cl)nc(Nc2cc(OCC3CC3)[nH]n2)c1Cl
c1ccc(-c2cccc(CCl)c2)cn1.N1CCCC2(CCN(c3cnc4ccccc4n3)CC2)C1=O,c1ccc(-c2cccc(CN3CCCC4(CCN(c5cnc6ccccc6n5)CC4)C3=O)c2)cn1
FC(F)(F)[C@@H]1CNC[C@H]1CNC(=O)OC(C)(C)C,FC(F)(F)[C@@H]1CNC[C@H]1CN
[C@@H]1(NC(=O)OC(C)(C)C)CCCN(c2ccc(Nc3c(C(=O)C4CC4)cnc4ccc(Cl)nc34)cn2)C1.c1(B2OC(C)(C)C(C)(C)O2)cc(F)c(O)c(Cl)c1,[C@@H]1(NC(=O)OC(C)(C)C)CCCN(c2ccc(Nc3c(C(=O)C4CC4)cnc4ccc(-c5cc(F)c(O)c(Cl)c5)nc34)cn2)C1
c1(CO)c(C(C)C)nnn1-c1c(Cl)cccc1Cl.c1(F)ccc(C=O)c(Cl)c1,c1(COc2ccc(C=O)c(Cl)c2)c(C(C)C)nnn1-c1c(Cl)cccc1Cl
O=S(=O)(NCCN)c1cc(Br)cc2cnccc12.c1(B2OCCCO2)ccccc1,O=S(=O)(NCCN)c1cc(-c2ccccc2)cc2cnccc12
C1CN(c2ncc(C)cc2C)CCN1C(=O)c1ccc(Cl)nn1.N1CCCC1=O,C1CN(c2ncc(C)cc2C)CCN1C(=O)c1ccc(N2CCCC2=O)nn1
C(OCc1ccccc1)C(=O)Cl.N1CCCN(c2ccc(Cl)cc2Cl)CC1,C(OCc1ccccc1)C(=O)N1CCCN(c2ccc(Cl)cc2Cl)CC1
c1cc(-c2ccccc2)cc(NC(=O)c2cc(-c3cncnc3)ccc2O)c1C(=O)OC(C)(C)C,c1cc(-c2ccccc2)cc(NC(=O)c2cc(-c3cncnc3)ccc2O)c1C(=O)O
c1(S(=O)(=O)N2CC3CCC(CC3)C2)ccc2c(c1)CCCN2.C(C)(=O)Cl,c1(S(=O)(=O)N2CC3CCC(CC3)C2)ccc2c(c1)CCCN2C(C)=O
Fc1c(F)cccc1-c1nc2cn[nH]cc-2n1.C(Cl)c1cc(-c2ccc(OCc3cccc(C(=O)O)c3)cc2)no1,Fc1c(F)cccc1-c1nc2cnn(Cc3cc(-c4ccc(OCc5cccc(C(=O)O)c5)cc4)no3)cc-2n1
O=C(O)c1cc(Br)c2cc[nH]c2c1.NCCCO,O=C(NCCCO)c1cc(Br)c2cc[nH]c2c1
Cc1cccc(C(=O)Cl)c1.N(Cc1cc(=O)[nH]c2c(F)cccc12)c1cccc(Cl)c1,Cc1cccc(C(=O)N(Cc2cc(=O)[nH]c3c(F)cccc23)c2cccc(Cl)c2)c1
CC(C)N(C(=O)Cl)C(C)C.OCC#Cc1cnc2ccccc2c1,CC(C)N(C(=O)OCC#Cc1cnc2ccccc2c1)C(C)C
n1cc(-c2ccccc2)ncc1Cl.OCC1(C(=O)O)CN(C(=O)c2ccccc2)C1,n1cc(-c2ccccc2)ncc1OCC1(C(=O)O)CN(C(=O)c2ccccc2)C1
O=C(O)c1ccccc1-c1cccs1.N1CC2CN(c3nccc(-c4ccccc4)n3)CC2C1,O=C(c1ccccc1-c1cccs1)N1CC2CN(c3nccc(-c4ccccc4)n3)CC2C1
c1nc(-c2ccc(F)cc2OCC2CC2)c2[nH]c(C)c(C(=O)N[C@@H]3CC[C@@H](N)CC3)c2n1.C(=O)(Cl)COC,c1nc(-c2ccc(F)cc2OCC2CC2)c2[nH]c(C)c(C(=O)N[C@@H]3CC[C@@H](NC(=O)COC)CC3)c2n1
CCCCc1cn(C(C)(C)C)s/c1=N\C(=O)[C@]1(C)CC[C@H](C(=O)O)C1(C)C.NC1CC1,CCCCc1cn(C(C)(C)C)s/c1=N\C(=O)[C@]1(C)CC[C@H](C(=O)NC2CC2)C1(C)C
c1c(N2CCOCC2)c(N)nc2ccc(-c3c(C#CC(C)(C)C)cccc3C(=O)OC)cc12,c1c(N2CCOCC2)c(N)nc2ccc(-c3c(CCC(C)(C)C)cccc3C(=O)OC)cc12
O=C(CCCCCCCBr)OC.[nH]1cc(-c2ccccc2)n(-c2ccc(OC)cc2)c1=O,O=C(CCCCCCCn1cc(-c2ccccc2)n(-c2ccc(OC)cc2)c1=O)OC
c1cccc(C2(CC(C)O)C=CCC=C2)c1.S(C)(=O)(=O)Cl,c1cccc(C2(CC(C)OS(C)(=O)=O)C=CCC=C2)c1
C1CNCCN1c1ccc(Cl)cc1.C(=O)CCc1cc(-c2cccs2)n(C(C)(C)C)n1,C1CN(CCCc2cc(-c3cccs3)n(C(C)(C)C)n2)CCN1c1ccc(Cl)cc1
NC(=O)c1nnc(N[C@@H]2CCCN(C(=O)OC(C)(C)C)C2)nc1Nc1ccc(C(=O)N2CCOCC2)cc1,NC(=O)c1nnc(N[C@@H]2CCCNC2)nc1Nc1ccc(C(=O)N2CCOCC2)cc1
c12cc(OC)c(OC)cc1N(Cc1ccccc1)C(=O)N(CCCCl)CC2.NCCNc1cc(Cl)c(N)c(Cl)c1,c12cc(OC)c(OC)cc1N(Cc1ccccc1)C(=O)N(CCCNCCNc1cc(Cl)c(N)c(Cl)c1)CC2
c1c(C)cc(CO)cc1C(F)(F)F,c1c(C)cc(C=O)cc1C(F)(F)F
c1(C(=O)OC)ccc(C=O)cc1.C([Mg+])C(C)C,c1(C(=O)OC)ccc(C(O)CC(C)C)cc1
c1cccc(Cl)c1Br.c1(B(O)O)ccc(C=O)cc1,c1cccc(Cl)c1-c1ccc(C=O)cc1
Clc1ccc2c(=O)c(CNC(=O)c3ccc(Cl)nc3)cn(-c3ccccc3)c2c1.N1CCCN(C)CC1,Clc1ccc2c(=O)c(CNC(=O)c3ccc(N4CCCN(C)CC4)nc3)cn(-c3ccccc3)c2c1
CN(C)Cc1ccc(OC)c(C=O)c1.C1C(=O)Nc2ccccc21,CN(C)Cc1ccc(OC)c(C=C2C(=O)Nc3ccccc32)c1
CC(=O)CCCC.C(=O)C(=O)O,CC(=O)C(=CC(=O)O)CCC
n1(C2CCOC2)cc(B2OC(C)(C)C(C)(C)O2)cn1.c1(Br)cnc(N)nc1,n1(C2CCOC2)cc(-c2cnc(N)nc2)cn1
COc1ccc(-c2nc(C)c(C(=O)O)s2)cc1.Nc1nnn[nH]1,COc1ccc(-c2nc(C)c(C(=O)Nc3nnn[nH]3)s2)cc1
n1cc(C(=O)NN)c(-c2ccncc2)nc1-c1ccccn1.C(=O)c1cccc(C(F)(F)F)c1,n1cc(C(=O)NN=Cc2cccc(C(F)(F)F)c2)c(-c2ccncc2)nc1-c1ccccn1
O=C(OCC)c1cnc(-c2ccccc2)nc1-c1ccccc1Cl,O=C(O)c1cnc(-c2ccccc2)nc1-c1ccccc1Cl
COC(=O)C1(CO)CN(C(=O)OC(C)(C)C)CCO1.S(=O)(=O)(Cl)c1ccc(C)cc1,COC(=O)C1(COS(=O)(=O)c2ccc(C)cc2)CN(C(=O)OC(C)(C)C)CCO1
c1(-c2cn(CC)nc2-c2cccc([N+](=O)[O-])c2)ccnc2[nH]cc(Br)c12,c1(-c2cn(CC)nc2-c2cccc(N)c2)ccnc2[nH]cc(Br)c12
CNC(=S)C1=C(O)C(COC)(COC)Oc2ccc([N+](=O)[O-])cc21,CNC(=S)C1c2cc([N+](=O)[O-])ccc2OC(COC)(COC)C1O
c1cccc(CN(Cc2ccccc2)c2cccc(NS(C)(=O)=O)c2C=O)c1,c1cccc(CN(Cc2ccccc2)c2cccc(NS(C)(=O)=O)c2CO)c1
